"","Gene_name","LFC_HA_AA","FDR_HA_AA"
"LINC01762","LINC01762",NA,NA
"LINC01766","LINC01766",NA,NA
"LINC01767","LINC01767",NA,NA
"LINC01772","LINC01772",NA,NA
"LINC01774","LINC01774",NA,NA
"LINC01775","LINC01775",NA,NA
"LINC01776","LINC01776",NA,NA
"LINC01777","LINC01777",NA,NA
"LINC01778","LINC01778",NA,NA
"LINC01780","LINC01780",NA,NA
"LINC01781","LINC01781",NA,NA
"LINC01782","LINC01782",NA,NA
"LINC01783","LINC01783",NA,NA
"LINC01784","LINC01784",NA,NA
"LINC01785","LINC01785",NA,NA
"LINC01787","LINC01787",NA,NA
"LINC01788","LINC01788",NA,NA
"LINC01790","LINC01790",NA,NA
"LINC01791","LINC01791",NA,NA
"LINC01793","LINC01793",NA,NA
"LINC01797","LINC01797",NA,NA
"LINC01798","LINC01798",NA,NA
"LINC01799","LINC01799",NA,NA
"LINC01800","LINC01800",NA,NA
"LINC01801","LINC01801",NA,NA
"LINC01804","LINC01804",NA,NA
"LINC01805","LINC01805",NA,NA
"LINC01806","LINC01806",NA,NA
"LINC01807","LINC01807",NA,NA
"LINC01809","LINC01809",NA,NA
"LINC01810","LINC01810",NA,NA
"LINC01811","LINC01811",NA,NA
"LINC01812","LINC01812",NA,NA
"LINC01814","LINC01814",NA,NA
"LINC01816","LINC01816",NA,NA
"LINC01817","LINC01817",NA,NA
"LINC01819","LINC01819",NA,NA
"LINC01820","LINC01820",NA,NA
"LINC01821","LINC01821",NA,NA
"LINC01822","LINC01822",NA,NA
"LINC01823","LINC01823",NA,NA
"LINC01826","LINC01826",NA,NA
"LINC01829","LINC01829",NA,NA
"LINC01831","LINC01831",NA,NA
"LINC01833","LINC01833",NA,NA
"LINC01834","LINC01834",NA,NA
"LINC01836","LINC01836",NA,NA
"LINC01837","LINC01837",NA,NA
"LINC01838","LINC01838",NA,NA
"LINC01840","LINC01840",NA,NA
"LINC01841","LINC01841",NA,NA
"LINC01842","LINC01842",NA,NA
"LINC01843","LINC01843",NA,NA
"LINC01844","LINC01844",NA,NA
"LINC01845","LINC01845",NA,NA
"LINC01846","LINC01846",NA,NA
"LINC01847","LINC01847",NA,NA
"LINC01849","LINC01849",NA,NA
"LINC01851","LINC01851",NA,NA
"LINC01852","LINC01852",NA,NA
"LINC01854","LINC01854",NA,NA
"LINC01855","LINC01855",NA,NA
"LINC01856","LINC01856",NA,NA
"LINC01857","LINC01857",NA,NA
"LINC01858","LINC01858",NA,NA
"LINC01859","LINC01859",NA,NA
"LINC01861","LINC01861",NA,NA
"LINC01864","LINC01864",NA,NA
"LINC01867","LINC01867",NA,NA
"LINC01869","LINC01869",NA,NA
"LINC01872","LINC01872",NA,NA
"LINC01873","LINC01873",NA,NA
"LINC01874","LINC01874",NA,NA
"LINC01875","LINC01875",NA,NA
"LINC01876","LINC01876",NA,NA
"LINC01877","LINC01877",NA,NA
"LINC01878","LINC01878",NA,NA
"LINC01879","LINC01879",NA,NA
"LINC01880","LINC01880",NA,NA
"LINC01883","LINC01883",NA,NA
"LINC01884","LINC01884",NA,NA
"LINC01886","LINC01886",NA,NA
"LINC01890","LINC01890",NA,NA
"LINC01891","LINC01891",NA,NA
"LINC01892","LINC01892",NA,NA
"LINC01893","LINC01893",NA,NA
"LINC01894","LINC01894",NA,NA
"LINC01895","LINC01895",NA,NA
"LINC01898","LINC01898",NA,NA
"LINC01899","LINC01899",NA,NA
"LINC01903","LINC01903",NA,NA
"LINC01904","LINC01904",NA,NA
"LINC01905","LINC01905",NA,NA
"LINC01906","LINC01906",NA,NA
"LINC01907","LINC01907",NA,NA
"LINC01909","LINC01909",NA,NA
"LINC01910","LINC01910",NA,NA
"LINC01913","LINC01913",NA,NA
"LINC01914","LINC01914",NA,NA
"LINC01915","LINC01915",NA,NA
"LINC01916","LINC01916",NA,NA
"LINC01917","LINC01917",NA,NA
"LINC01918","LINC01918",NA,NA
"LINC01919","LINC01919",NA,NA
"LINC01920","LINC01920",NA,NA
"LINC01922","LINC01922",NA,NA
"LINC01924","LINC01924",NA,NA
"LINC01925","LINC01925",NA,NA
"LINC01926","LINC01926",NA,NA
"LINC01928","LINC01928",NA,NA
"LINC01929","LINC01929",NA,NA
"LINC01931","LINC01931",NA,NA
"LINC01932","LINC01932",NA,NA
"LINC01933","LINC01933",NA,NA
"LINC01935","LINC01935",NA,NA
"LINC01940","LINC01940",NA,NA
"LINC01941","LINC01941",NA,NA
"LINC01942","LINC01942",NA,NA
"LINC01944","LINC01944",NA,NA
"LINC01946","LINC01946",NA,NA
"LINC01947","LINC01947",NA,NA
"LINC01948","LINC01948",NA,NA
"LINC01950","LINC01950",NA,NA
"LINC01951","LINC01951",NA,NA
"LINC01954","LINC01954",NA,NA
"LINC01957","LINC01957",NA,NA
"LINC01960","LINC01960",NA,NA
"LINC01962","LINC01962",NA,NA
"LINC01963","LINC01963",NA,NA
"LINC01964","LINC01964",NA,NA
"LINC01968","LINC01968",NA,NA
"LINC01970","LINC01970",NA,NA
"LINC01972","LINC01972",NA,NA
"LINC01973","LINC01973",NA,NA
"LINC01976","LINC01976",NA,NA
"LINC01978","LINC01978",NA,NA
"LINC01979","LINC01979",NA,NA
"LINC01980","LINC01980",NA,NA
"LINC01981","LINC01981",NA,NA
"LINC01982","LINC01982",NA,NA
"LINC01985","LINC01985",NA,NA
"LINC01986","LINC01986",NA,NA
"LINC01987","LINC01987",NA,NA
"LINC01989","LINC01989",NA,NA
"LINC01990","LINC01990",NA,NA
"LINC01992","LINC01992",NA,NA
"LINC01993","LINC01993",NA,NA
"LINC01994","LINC01994",NA,NA
"LINC01995","LINC01995",NA,NA
"LINC01996","LINC01996",NA,NA
"LINC01998","LINC01998",NA,NA
"LINC01999","LINC01999",NA,NA
"LINC02000","LINC02000",NA,NA
"LINC02003","LINC02003",NA,NA
"LINC02004","LINC02004",NA,NA
"LINC02008","LINC02008",NA,NA
"LINC02010","LINC02010",NA,NA
"LINC02011","LINC02011",NA,NA
"LINC02015","LINC02015",NA,NA
"LINC02016","LINC02016",NA,NA
"LINC02017","LINC02017",NA,NA
"LINC02018","LINC02018",NA,NA
"LINC02021","LINC02021",NA,NA
"LINC02022","LINC02022",NA,NA
"LINC02023","LINC02023",NA,NA
"LINC02024","LINC02024",NA,NA
"LINC02025","LINC02025",NA,NA
"LINC02026","LINC02026",NA,NA
"LINC02027","LINC02027",NA,NA
"LINC02028","LINC02028",NA,NA
"LINC02029","LINC02029",NA,NA
"LINC02032","LINC02032",NA,NA
"LINC02033","LINC02033",NA,NA
"LINC02035","LINC02035",NA,NA
"LINC02037","LINC02037",NA,NA
"LINC02039","LINC02039",NA,NA
"LINC02042","LINC02042",NA,NA
"LINC02043","LINC02043",NA,NA
"LINC02044","LINC02044",NA,NA
"LINC02047","LINC02047",NA,NA
"LINC02048","LINC02048",NA,NA
"LINC02049","LINC02049",NA,NA
"LINC02050","LINC02050",NA,NA
"LINC02052","LINC02052",NA,NA
"LINC02053","LINC02053",NA,NA
"LINC02054","LINC02054",NA,NA
"LINC02055","LINC02055",NA,NA
"LINC02056","LINC02056",NA,NA
"LINC02057","LINC02057",NA,NA
"LINC02060","LINC02060",NA,NA
"LINC02064","LINC02064",NA,NA
"LINC02067","LINC02067",NA,NA
"LINC02068","LINC02068",NA,NA
"LINC02069","LINC02069",NA,NA
"LINC02070","LINC02070",NA,NA
"LINC02071","LINC02071",NA,NA
"LINC02072","LINC02072",NA,NA
"LINC02075","LINC02075",NA,NA
"LINC02076","LINC02076",NA,NA
"LINC02078","LINC02078",NA,NA
"LINC02079","LINC02079",NA,NA
"LINC02080","LINC02080",NA,NA
"LINC02082","LINC02082",NA,NA
"LINC02085","LINC02085",NA,NA
"LINC02088","LINC02088",NA,NA
"LINC02089","LINC02089",NA,NA
"LINC02090","LINC02090",NA,NA
"LINC02092","LINC02092",NA,NA
"LINC02093","LINC02093",NA,NA
"LINC02096","LINC02096",NA,NA
"LINC02097","LINC02097",NA,NA
"LINC02098","LINC02098",NA,NA
"LINC02099","LINC02099",NA,NA
"LINC02101","LINC02101",NA,NA
"LINC02102","LINC02102",NA,NA
"LINC02103","LINC02103",NA,NA
"LINC02104","LINC02104",NA,NA
"LINC02105","LINC02105",NA,NA
"LINC02106","LINC02106",NA,NA
"LINC02108","LINC02108",NA,NA
"LINC02110","LINC02110",NA,NA
"LINC02111","LINC02111",NA,NA
"LINC02112","LINC02112",NA,NA
"LINC02114","LINC02114",NA,NA
"LINC02115","LINC02115",NA,NA
"LINC02116","LINC02116",NA,NA
"LINC02118","LINC02118",NA,NA
"LINC02119","LINC02119",NA,NA
"LINC02120","LINC02120",NA,NA
"LINC02121","LINC02121",NA,NA
"LINC02123","LINC02123",NA,NA
"LINC02124","LINC02124",NA,NA
"LINC02125","LINC02125",NA,NA
"LINC02126","LINC02126",NA,NA
"LINC02130","LINC02130",NA,NA
"LINC02133","LINC02133",NA,NA
"LINC02135","LINC02135",NA,NA
"LINC02138","LINC02138",NA,NA
"LINC02139","LINC02139",NA,NA
"LINC02140","LINC02140",NA,NA
"LINC02141","LINC02141",NA,NA
"LINC02142","LINC02142",NA,NA
"LINC02145","LINC02145",NA,NA
"LINC02148","LINC02148",NA,NA
"LINC02150","LINC02150",NA,NA
"LINC02153","LINC02153",NA,NA
"LINC02154","LINC02154",NA,NA
"LINC02155","LINC02155",NA,NA
"LINC02159","LINC02159",NA,NA
"LINC02160","LINC02160",NA,NA
"LINC02162","LINC02162",NA,NA
"LINC02165","LINC02165",NA,NA
"LINC02166","LINC02166",NA,NA
"LINC02167","LINC02167",NA,NA
"LINC02168","LINC02168",NA,NA
"LINC02171","LINC02171",NA,NA
"LINC02172","LINC02172",NA,NA
"LINC02173","LINC02173",NA,NA
"LINC02174","LINC02174",NA,NA
"LINC02175","LINC02175",NA,NA
"LINC02177","LINC02177",NA,NA
"LINC02178","LINC02178",NA,NA
"LINC02179","LINC02179",NA,NA
"LINC02180","LINC02180",NA,NA
"LINC02181","LINC02181",NA,NA
"LINC02182","LINC02182",NA,NA
"LINC02184","LINC02184",NA,NA
"LINC02186","LINC02186",NA,NA
"LINC02188","LINC02188",NA,NA
"LINC02189","LINC02189",NA,NA
"LINC02192","LINC02192",NA,NA
"LINC02194","LINC02194",NA,NA
"LINC02201","LINC02201",NA,NA
"LINC02202","LINC02202",NA,NA
"LINC02203","LINC02203",NA,NA
"LINC02204","LINC02204",NA,NA
"LINC02205","LINC02205",NA,NA
"LINC02206","LINC02206",NA,NA
"LINC02207","LINC02207",NA,NA
"LINC02209","LINC02209",NA,NA
"LINC02210","LINC02210",NA,NA
"LINC02212","LINC02212",NA,NA
"LINC02213","LINC02213",NA,NA
"LINC02215","LINC02215",NA,NA
"LINC02217","LINC02217",NA,NA
"LINC02218","LINC02218",NA,NA
"LINC02219","LINC02219",NA,NA
"LINC02225","LINC02225",NA,NA
"LINC02226","LINC02226",NA,NA
"LINC02227","LINC02227",NA,NA
"LINC02231","LINC02231",NA,NA
"LINC02232","LINC02232",NA,NA
"LINC02234","LINC02234",NA,NA
"LINC02235","LINC02235",NA,NA
"LINC02236","LINC02236",NA,NA
"LINC02237","LINC02237",NA,NA
"LINC02239","LINC02239",NA,NA
"LINC02240","LINC02240",NA,NA
"LINC02241","LINC02241",NA,NA
"LINC02242","LINC02242",NA,NA
"LINC02243","LINC02243",NA,NA
"LINC02245","LINC02245",NA,NA
"LINC02247","LINC02247",NA,NA
"LINC02248","LINC02248",NA,NA
"LINC02249","LINC02249",NA,NA
"LINC02251","LINC02251",NA,NA
"LINC02254","LINC02254",NA,NA
"LINC02257","LINC02257",NA,NA
"LINC02259","LINC02259",NA,NA
"LINC02260","LINC02260",NA,NA
"LINC02261","LINC02261",NA,NA
"LINC02262","LINC02262",NA,NA
"LINC02263","LINC02263",NA,NA
"LINC02264","LINC02264",NA,NA
"LINC02265","LINC02265",NA,NA
"LINC02266","LINC02266",NA,NA
"LINC02268","LINC02268",NA,NA
"LINC02269","LINC02269",NA,NA
"LINC02270","LINC02270",NA,NA
"LINC02271","LINC02271",NA,NA
"LINC02273","LINC02273",NA,NA
"LINC02274","LINC02274",NA,NA
"LINC02275","LINC02275",NA,NA
"LINC02280","LINC02280",NA,NA
"LINC02281","LINC02281",NA,NA
"LINC02282","LINC02282",NA,NA
"LINC02285","LINC02285",NA,NA
"LINC02286","LINC02286",NA,NA
"LINC02287","LINC02287",NA,NA
"LINC02288","LINC02288",NA,NA
"LINC02289","LINC02289",NA,NA
"LINC02290","LINC02290",NA,NA
"LINC02291","LINC02291",NA,NA
"LINC02292","LINC02292",NA,NA
"LINC02293","LINC02293",NA,NA
"LINC02294","LINC02294",NA,NA
"LINC02297","LINC02297",NA,NA
"LINC02299","LINC02299",NA,NA
"LINC02301","LINC02301",NA,NA
"LINC02303","LINC02303",NA,NA
"LINC02304","LINC02304",NA,NA
"LINC02305","LINC02305",NA,NA
"LINC02310","LINC02310",NA,NA
"LINC02312","LINC02312",NA,NA
"LINC02313","LINC02313",NA,NA
"LINC02314","LINC02314",NA,NA
"LINC02317","LINC02317",NA,NA
"LINC02318","LINC02318",NA,NA
"LINC02322","LINC02322",NA,NA
"LINC02323","LINC02323",NA,NA
"LINC02324","LINC02324",NA,NA
"LINC02325","LINC02325",NA,NA
"LINC02326","LINC02326",NA,NA
"LINC02328","LINC02328",NA,NA
"LINC02330","LINC02330",NA,NA
"LINC02331","LINC02331",NA,NA
"LINC02332","LINC02332",NA,NA
"LINC02333","LINC02333",NA,NA
"LINC02337","LINC02337",NA,NA
"LINC02338","LINC02338",NA,NA
"LINC02339","LINC02339",NA,NA
"LINC02343","LINC02343",NA,NA
"LINC02345","LINC02345",NA,NA
"LINC02346","LINC02346",NA,NA
"LINC02347","LINC02347",NA,NA
"LINC02349","LINC02349",NA,NA
"LINC02353","LINC02353",NA,NA
"LINC02355","LINC02355",NA,NA
"LINC02356","LINC02356",NA,NA
"LINC02360","LINC02360",NA,NA
"LINC02361","LINC02361",NA,NA
"LINC02363","LINC02363",NA,NA
"LINC02365","LINC02365",NA,NA
"LINC02366","LINC02366",NA,NA
"LINC02367","LINC02367",NA,NA
"LINC02368","LINC02368",NA,NA
"LINC02369","LINC02369",NA,NA
"LINC02371","LINC02371",NA,NA
"LINC02372","LINC02372",NA,NA
"LINC02375","LINC02375",NA,NA
"LINC02379","LINC02379",NA,NA
"LINC02380","LINC02380",NA,NA
"LINC02381","LINC02381",NA,NA
"LINC02382","LINC02382",NA,NA
"LINC02383","LINC02383",NA,NA
"LINC02384","LINC02384",NA,NA
"LINC02387","LINC02387",NA,NA
"LINC02388","LINC02388",NA,NA
"LINC02389","LINC02389",NA,NA
"LINC02392","LINC02392",NA,NA
"LINC02393","LINC02393",NA,NA
"LINC02395","LINC02395",NA,NA
"LINC02396","LINC02396",NA,NA
"LINC02398","LINC02398",NA,NA
"LINC02399","LINC02399",NA,NA
"LINC02400","LINC02400",NA,NA
"LINC02401","LINC02401",NA,NA
"LINC02402","LINC02402",NA,NA
"LINC02403","LINC02403",NA,NA
"LINC02404","LINC02404",NA,NA
"LINC02405","LINC02405",NA,NA
"LINC02406","LINC02406",NA,NA
"LINC02408","LINC02408",NA,NA
"LINC02410","LINC02410",NA,NA
"LINC02411","LINC02411",NA,NA
"LINC02415","LINC02415",NA,NA
"LINC02418","LINC02418",NA,NA
"LINC02420","LINC02420",NA,NA
"LINC02421","LINC02421",NA,NA
"LINC02422","LINC02422",NA,NA
"LINC02423","LINC02423",NA,NA
"LINC02424","LINC02424",NA,NA
"LINC02425","LINC02425",NA,NA
"LINC02426","LINC02426",NA,NA
"LINC02429","LINC02429",NA,NA
"LINC02430","LINC02430",NA,NA
"LINC02431","LINC02431",NA,NA
"LINC02432","LINC02432",NA,NA
"LINC02433","LINC02433",NA,NA
"LINC02436","LINC02436",NA,NA
"LINC02439","LINC02439",NA,NA
"LINC02441","LINC02441",NA,NA
"LINC02443","LINC02443",NA,NA
"LINC02444","LINC02444",NA,NA
"LINC02449","LINC02449",NA,NA
"LINC02450","LINC02450",NA,NA
"LINC02451","LINC02451",NA,NA
"LINC02453","LINC02453",NA,NA
"LINC02454","LINC02454",NA,NA
"LINC02458","LINC02458",NA,NA
"LINC02459","LINC02459",NA,NA
"LINC02461","LINC02461",NA,NA
"LINC02465","LINC02465",NA,NA
"LINC02466","LINC02466",NA,NA
"LINC02470","LINC02470",NA,NA
"LINC02471","LINC02471",NA,NA
"LINC02472","LINC02472",NA,NA
"LINC02473","LINC02473",NA,NA
"LINC02475","LINC02475",NA,NA
"LINC02476","LINC02476",NA,NA
"LINC02480","LINC02480",NA,NA
"LINC02481","LINC02481",NA,NA
"LINC02482","LINC02482",NA,NA
"LINC02483","LINC02483",NA,NA
"LINC02487","LINC02487",NA,NA
"LINC02490","LINC02490",NA,NA
"LINC02492","LINC02492",NA,NA
"LINC02493","LINC02493",NA,NA
"LINC02494","LINC02494",NA,NA
"LINC02499","LINC02499",NA,NA
"LINC02501","LINC02501",NA,NA
"LINC02502","LINC02502",NA,NA
"LINC02504","LINC02504",NA,NA
"LINC02508","LINC02508",NA,NA
"LINC02509","LINC02509",NA,NA
"LINC02511","LINC02511",NA,NA
"LINC02513","LINC02513",NA,NA
"LINC02514","LINC02514",NA,NA
"LINC02516","LINC02516",NA,NA
"LINC02517","LINC02517",NA,NA
"LINC02518","LINC02518",NA,NA
"LINC02523","LINC02523",NA,NA
"LINC02524","LINC02524",NA,NA
"LINC02525","LINC02525",NA,NA
"LINC02526","LINC02526",NA,NA
"LINC02528","LINC02528",NA,NA
"LINC02529","LINC02529",NA,NA
"LINC02530","LINC02530",NA,NA
"LINC02532","LINC02532",NA,NA
"LINC02534","LINC02534",NA,NA
"LINC02535","LINC02535",NA,NA
"LINC02538","LINC02538",NA,NA
"LINC02539","LINC02539",NA,NA
"LINC02540","LINC02540",NA,NA
"LINC02541","LINC02541",NA,NA
"LINC02544","LINC02544",NA,NA
"LINC02545","LINC02545",NA,NA
"LINC02546","LINC02546",NA,NA
"LINC02547","LINC02547",NA,NA
"LINC02548","LINC02548",NA,NA
"LINC02549","LINC02549",NA,NA
"LINC02550","LINC02550",NA,NA
"LINC02552","LINC02552",NA,NA
"LINC02554","LINC02554",NA,NA
"LINC02556","LINC02556",NA,NA
"LINC02560","LINC02560",NA,NA
"LINC02561","LINC02561",NA,NA
"LINC02563","LINC02563",NA,NA
"LINC02565","LINC02565",NA,NA
"LINC02567","LINC02567",NA,NA
"LINC02570","LINC02570",NA,NA
"LINC02571","LINC02571",NA,NA
"LINC02572","LINC02572",NA,NA
"LINC02574","LINC02574",NA,NA
"LINC02577","LINC02577",NA,NA
"LINC02579","LINC02579",NA,NA
"LINC02582","LINC02582",NA,NA
"LINC02583","LINC02583",NA,NA
"LINC02585","LINC02585",NA,NA
"LINC02593","LINC02593",NA,NA
"LINC02601","LINC02601",NA,NA
"LINC02603","LINC02603",NA,NA
"LINC02607","LINC02607",NA,NA
"LINC02608","LINC02608",NA,NA
"LINC02609","LINC02609",NA,NA
"LINC02610","LINC02610",NA,NA
"LINC02611","LINC02611",NA,NA
"LINC02612","LINC02612",NA,NA
"LINC02613","LINC02613",NA,NA
"LINC02614","LINC02614",NA,NA
"LINC02615","LINC02615",NA,NA
"LINC02616","LINC02616",NA,NA
"LINC02617","LINC02617",NA,NA
"LINC02619","LINC02619",NA,NA
"LINC02620","LINC02620",NA,NA
"LINC02621","LINC02621",NA,NA
"LINC02622","LINC02622",NA,NA
"LINC02623","LINC02623",NA,NA
"LINC02624","LINC02624",NA,NA
"LINC02626","LINC02626",NA,NA
"LINC02639","LINC02639",NA,NA
"LINC02643","LINC02643",NA,NA
"LINC02644","LINC02644",NA,NA
"LINC02647","LINC02647",NA,NA
"LINC02649","LINC02649",NA,NA
"LINC02650","LINC02650",NA,NA
"LINC02652","LINC02652",NA,NA
"LINC02653","LINC02653",NA,NA
"LINC02654","LINC02654",NA,NA
"LINC02655","LINC02655",NA,NA
"LINC02658","LINC02658",NA,NA
"LINC02659","LINC02659",NA,NA
"LINC02662","LINC02662",NA,NA
"LINC02665","LINC02665",NA,NA
"LINC02667","LINC02667",NA,NA
"LINC02668","LINC02668",NA,NA
"LINC02669","LINC02669",NA,NA
"LINC02670","LINC02670",NA,NA
"LINC02671","LINC02671",NA,NA
"LINC02676","LINC02676",NA,NA
"LINC02677","LINC02677",NA,NA
"LINC02679","LINC02679",NA,NA
"LINC02681","LINC02681",NA,NA
"LINC02682","LINC02682",NA,NA
"LINC02683","LINC02683",NA,NA
"LINC02684","LINC02684",NA,NA
"LINC02685","LINC02685",NA,NA
"LINC02686","LINC02686",NA,NA
"LINC02687","LINC02687",NA,NA
"LINC02688","LINC02688",NA,NA
"LINC02691","LINC02691",NA,NA
"LINC02693","LINC02693",NA,NA
"LINC02694","LINC02694",NA,NA
"LINC02696","LINC02696",NA,NA
"LINC02701","LINC02701",NA,NA
"LINC02702","LINC02702",NA,NA
"LINC02709","LINC02709",NA,NA
"LINC02711","LINC02711",NA,NA
"LINC02712","LINC02712",NA,NA
"LINC02713","LINC02713",NA,NA
"LINC02714","LINC02714",NA,NA
"LINC02715","LINC02715",NA,NA
"LINC02716","LINC02716",NA,NA
"LINC02719","LINC02719",NA,NA
"LINC02720","LINC02720",NA,NA
"LINC02721","LINC02721",NA,NA
"LINC02724","LINC02724",NA,NA
"LINC02728","LINC02728",NA,NA
"LINC02729","LINC02729",NA,NA
"LINC02731","LINC02731",NA,NA
"LINC02733","LINC02733",NA,NA
"LINC02734","LINC02734",NA,NA
"LINC02735","LINC02735",NA,NA
"LINC02737","LINC02737",NA,NA
"LINC02742","LINC02742",NA,NA
"LINC02743","LINC02743",NA,NA
"LINC02747","LINC02747",NA,NA
"LINC02749","LINC02749",NA,NA
"LINC02751","LINC02751",NA,NA
"LINC02753","LINC02753",NA,NA
"LINC02759","LINC02759",NA,NA
"LINC02760","LINC02760",NA,NA
"LINC02762","LINC02762",NA,NA
"LINC02763","LINC02763",NA,NA
"LINC02764","LINC02764",NA,NA
"LINC02771","LINC02771",NA,NA
"LINC02774","LINC02774",NA,NA
"LINC02777","LINC02777",NA,NA
"LINC02783","LINC02783",NA,NA
"LINC02789","LINC02789",NA,NA
"LINC02790","LINC02790",NA,NA
"LINC02798","LINC02798",NA,NA
"LINC02800","LINC02800",NA,NA
"LINC02805","LINC02805",NA,NA
"LINC02809","LINC02809",NA,NA
"LINC02810","LINC02810",NA,NA
"LINC02817","LINC02817",NA,NA
"LINC02826","LINC02826",NA,NA
"LINC02828","LINC02828",NA,NA
"LINC02829","LINC02829",NA,NA
"LINC02831","LINC02831",NA,NA
"LINC02837","LINC02837",NA,NA
"LINC02839","LINC02839",NA,NA
"LINC02840","LINC02840",NA,NA
"LINC02841","LINC02841",NA,NA
"LINC02843","LINC02843",NA,NA
"LINC02844","LINC02844",NA,NA
"LINC02845","LINC02845",NA,NA
"LINC02850","LINC02850",NA,NA
"LINC02857","LINC02857",NA,NA
"LINC02860","LINC02860",NA,NA
"LINC02861","LINC02861",NA,NA
"LINC02864","LINC02864",NA,NA
"LINC02868","LINC02868",NA,NA
"LINC02869","LINC02869",NA,NA
"LINC02872","LINC02872",NA,NA
"LINC02873","LINC02873",NA,NA
"LINC02875","LINC02875",NA,NA
"LINC02876","LINC02876",NA,NA
"LINC02877","LINC02877",NA,NA
"LINC02880","LINC02880",NA,NA
"LINC02881","LINC02881",NA,NA
"LINC02882","LINC02882",NA,NA
"LINC02884","LINC02884",NA,NA
"LINC02889","LINC02889",NA,NA
"LINC02891","LINC02891",NA,NA
"LINC02893","LINC02893",NA,NA
"LINC02894","LINC02894",NA,NA
"LINC02897","LINC02897",NA,NA
"LINC02898","LINC02898",NA,NA
"LINC02899","LINC02899",NA,NA
"LINC02900","LINC02900",NA,NA
"LINC02901","LINC02901",NA,NA
"LINC02902","LINC02902",NA,NA
"LINC02903","LINC02903",NA,NA
"LINC02904","LINC02904",NA,NA
"LINC02906","LINC02906",NA,NA
"LINC02907","LINC02907",NA,NA
"LINC02908","LINC02908",NA,NA
"LINC02909","LINC02909",NA,NA
"LINC02910","LINC02910",NA,NA
"LINC02912","LINC02912",NA,NA
"LINC02914","LINC02914",NA,NA
"LINC02915","LINC02915",NA,NA
"LINC02917","LINC02917",NA,NA
"LINC02920","LINC02920",NA,NA
"LINC02921","LINC02921",NA,NA
"LINC02922","LINC02922",NA,NA
"LINC02924","LINC02924",NA,NA
"LINC02930","LINC02930",NA,NA
"LINCR-0001","LINCR-0001",NA,NA
"LINCR-0003","LINCR-0003",NA,NA
"LINGO1","LINGO1",NA,NA
"LINGO1-AS1","LINGO1-AS1",NA,NA
"LINGO1-AS2","LINGO1-AS2",NA,NA
"LINGO2","LINGO2",NA,NA
"LINGO3","LINGO3",NA,NA
"LINGO4","LINGO4",NA,NA
"LINS1","LINS1",NA,NA
"LIPA","LIPA",NA,NA
"LIPC","LIPC",NA,NA
"LIPC-AS1","LIPC-AS1",NA,NA
"LIPE","LIPE",NA,NA
"LIPE-AS1","LIPE-AS1",NA,NA
"LIPF","LIPF",NA,NA
"LIPG","LIPG",NA,NA
"LIPH","LIPH",NA,NA
"LIPI","LIPI",NA,NA
"LIPJ","LIPJ",NA,NA
"LIPK","LIPK",NA,NA
"LIPM","LIPM",NA,NA
"LIPN","LIPN",NA,NA
"LIPT1","LIPT1",NA,NA
"LIPT2","LIPT2",NA,NA
"LITAF","LITAF",NA,NA
"LIX1","LIX1",NA,NA
"LIX1L","LIX1L",NA,NA
"LIX1L-AS1","LIX1L-AS1",NA,NA
"LKAAEAR1","LKAAEAR1",NA,NA
"LL22NC01-81G9.3","LL22NC01-81G9.3",NA,NA
"LL22NC03-63E9.3","LL22NC03-63E9.3",NA,NA
"LLCFC1","LLCFC1",NA,NA
"LLGL1","LLGL1",NA,NA
"LLGL2","LLGL2",NA,NA
"LLPH","LLPH",NA,NA
"LLPH-DT","LLPH-DT",NA,NA
"LLPHP1","LLPHP1",NA,NA
"LMAN1","LMAN1",NA,NA
"LMAN1L","LMAN1L",NA,NA
"LMAN2","LMAN2",NA,NA
"LMAN2L","LMAN2L",NA,NA
"LMBR1","LMBR1",NA,NA
"LMBR1L","LMBR1L",NA,NA
"LMBRD1","LMBRD1",NA,NA
"LMBRD2","LMBRD2",NA,NA
"LMCD1","LMCD1",NA,NA
"LMCD1-AS1","LMCD1-AS1",NA,NA
"LMF1","LMF1",NA,NA
"LMF1-AS1","LMF1-AS1",NA,NA
"LMF2","LMF2",NA,NA
"LMLN","LMLN",NA,NA
"LMLN-AS1","LMLN-AS1",NA,NA
"LMNA","LMNA",0.666992177269059,0.052659817469963
"LMNB1","LMNB1",NA,NA
"LMNB1-DT","LMNB1-DT",NA,NA
"LMNB2","LMNB2",NA,NA
"LMNTD1","LMNTD1",NA,NA
"LMNTD2","LMNTD2",NA,NA
"LMNTD2-AS1","LMNTD2-AS1",NA,NA
"LMO1","LMO1",NA,NA
"LMO2","LMO2",NA,NA
"LMO3","LMO3",NA,NA
"LMO4","LMO4",NA,NA
"LMO7","LMO7",NA,NA
"LMO7-AS1","LMO7-AS1",NA,NA
"LMO7DN","LMO7DN",NA,NA
"LMO7DN-IT1","LMO7DN-IT1",NA,NA
"LMOD1","LMOD1",NA,NA
"LMOD2","LMOD2",NA,NA
"LMOD3","LMOD3",NA,NA
"LMTK2","LMTK2",NA,NA
"LMTK3","LMTK3",NA,NA
"LMX1A","LMX1A",NA,NA
"LMX1B","LMX1B",NA,NA
"LNC-LBCS","LNC-LBCS",NA,NA
"LNCAROD","LNCAROD",NA,NA
"LNCARSR","LNCARSR",NA,NA
"LNCNEF","LNCNEF",NA,NA
