feat1,Degree,Network,Community,type_1
STAMBP,562,pos_w,3,prot
STAT5B,588,pos_w,3,prot
STIP1,569,pos_w,3,prot
STK11,572,pos_w,3,prot
STK4,468,pos_w,3,prot
STX4,557,pos_w,3,prot
STXBP1,423,pos_w,3,prot
STXBP3,467,pos_w,3,prot
SUGT1,549,pos_w,3,prot
SUSD1,436,pos_w,3,prot
SYAP1,494,pos_w,3,prot
TAB2,396,pos_w,3,prot
TACC3,517,pos_w,3,prot
TARBP2,514,pos_w,3,prot
TARS1,517,pos_w,3,prot
TBC1D23,446,pos_w,3,prot
TBCA,585,pos_w,3,prot
TBCB,532,pos_w,3,prot
TBCC,516,pos_w,3,prot
TBL1X,417,pos_w,3,prot
TDRKH,472,pos_w,3,prot
THTPA,540,pos_w,3,prot
TIA1,481,pos_w,3,prot
TIMP3,416,pos_w,3,prot
TJAP1,521,pos_w,3,prot
TMCO5A,310,pos_w,3,prot
TMED8,540,pos_w,3,prot
TMEM106A,456,pos_w,3,prot
TMSB10,469,pos_w,3,prot
TOM1L2,327,pos_w,3,prot
TPD52L2,476,pos_w,3,prot
TPMT,455,pos_w,3,prot
TRIAP1,564,pos_w,3,prot
TWF2,511,pos_w,3,prot
TXLNA,609,pos_w,3,prot
TXN,538,pos_w,3,prot
TXNDC9,478,pos_w,3,prot
TXNRD1,544,pos_w,3,prot
UBXN1,534,pos_w,3,prot
UFD1,474,pos_w,3,prot
UROD,515,pos_w,3,prot
USO1,538,pos_w,3,prot
USP25,477,pos_w,3,prot
USP8,565,pos_w,3,prot
VAMP8,459,pos_w,3,prot
VASP,468,pos_w,3,prot
VAV3,499,pos_w,3,prot
VEGFC,384,pos_w,3,prot
VPS28,475,pos_w,3,prot
VPS37A,518,pos_w,3,prot
VPS4B,372,pos_w,3,prot
VPS53,511,pos_w,3,prot
VTA1,544,pos_w,3,prot
VTI1A,563,pos_w,3,prot
WASF3,472,pos_w,3,prot
YARS1,518,pos_w,3,prot
YES1,558,pos_w,3,prot
YTHDF3,477,pos_w,3,prot
YWHAQ,587,pos_w,3,prot
ZFYVE19,553,pos_w,3,prot
F11R,469,pos_w,3,prot
PPP3R1,93,pos_w,3,prot
PRKAR2A,482,pos_w,3,prot
SNRPB2,143,pos_w,3,prot
ATG16L1,235,pos_w,3,prot
heme,45,pos_w,3,met
AARSD1,253,pos_w,3,prot
ADD1,282,pos_w,3,prot
AMPD3,188,pos_w,3,prot
ANKRD54,131,pos_w,3,prot
ARG1,137,pos_w,3,prot
ASPSCR1,452,pos_w,3,prot
C9orf40,207,pos_w,3,prot
CALCOCO1,284,pos_w,3,prot
CARHSP1,233,pos_w,3,prot
CAT,276,pos_w,3,prot
CD2AP,227,pos_w,3,prot
DCTN1,323,pos_w,3,prot
DDI2,199,pos_w,3,prot
DDT,229,pos_w,3,prot
DNAJA4,192,pos_w,3,prot
GLO1,242,pos_w,3,prot
GLRX,210,pos_w,3,prot
HAGH,240,pos_w,3,prot
HBQ1,136,pos_w,3,prot
HDDC2,252,pos_w,3,prot
HMBS,188,pos_w,3,prot
HNRNPUL1,548,pos_w,3,prot
INPP5D,238,pos_w,3,prot
IRAK1,473,pos_w,3,prot
LHPP,376,pos_w,3,prot
LXN,180,pos_w,3,prot
NEDD4L,211,pos_w,3,prot
PFKFB2,346,pos_w,3,prot
PIK3AP1,150,pos_w,3,prot
PKLR,252,pos_w,3,prot
PPCDC,396,pos_w,3,prot
PRDX2,204,pos_w,3,prot
PSMD1,298,pos_w,3,prot
PSMD9,222,pos_w,3,prot
PSME2,352,pos_w,3,prot
PSMG4,245,pos_w,3,prot
RABEP1,353,pos_w,3,prot
RABGAP1L,220,pos_w,3,prot
RNF41,279,pos_w,3,prot
RPE,326,pos_w,3,prot
SH3GLB2,237,pos_w,3,prot
TBC1D17,126,pos_w,3,prot
TNIP1,461,pos_w,3,prot
TOP2B,452,pos_w,3,prot
TRAF2,173,pos_w,3,prot
TRIM25,158,pos_w,3,prot
TSNAX,269,pos_w,3,prot
UBAC1,241,pos_w,3,prot
SMTN,175,pos_w,3,prot
SUMF2,72,pos_w,3,prot
SIT1,5,pos_w,3,prot
ACRBP,294,pos_w,3,prot
BECN1,392,pos_w,3,prot
CHMP6,485,pos_w,3,prot
MCTS1,378,pos_w,3,prot
PIBF1,431,pos_w,3,prot
PTPN1,547,pos_w,3,prot
SLC13A1,173,pos_w,3,prot
SRP14,534,pos_w,3,prot
TOMM20,530,pos_w,3,prot
GOT1,239,pos_w,3,prot
DPY30,494,pos_w,3,prot
PAXX,357,pos_w,3,prot
PLSCR3,53,pos_w,3,prot
SIAE,472,pos_w,3,prot
CSTB,196,pos_w,3,prot
DDAH1,362,pos_w,3,prot
ECHS1,255,pos_w,3,prot
ACAA1,154,pos_w,3,prot
LONP1,233,pos_w,3,prot
THOP1,149,pos_w,3,prot
ARHGAP45,458,pos_w,3,prot
CCL13,126,pos_w,3,prot
MMP1,99,pos_w,3,prot
WASHC3,469,pos_w,3,prot
PLIN3,487,pos_w,3,prot
NFATC1,231,pos_w,3,prot
CASP7,364,pos_w,3,prot
CRELD2,328,pos_w,3,prot
IQGAP2,399,pos_w,3,prot
MCFD2,338,pos_w,3,prot
APEX1,374,pos_w,3,prot
GAPDH,265,pos_w,3,prot
PAG1,47,pos_w,3,prot
SEPTIN8,258,pos_w,3,prot
CEP20,431,pos_w,3,prot
OPHN1,424,pos_w,3,prot
ACP1,135,pos_w,3,prot
AK2,424,pos_w,3,prot
FUS,110,pos_w,3,prot
NAGK,438,pos_w,3,prot
PSIP1,415,pos_w,3,prot
DDX58,186,pos_w,3,prot
FEN1,277,pos_w,3,prot
NFKB1,232,pos_w,3,prot
SMNDC1,281,pos_w,3,prot
TRIM21,270,pos_w,3,prot
DCTN6,408,pos_w,3,prot
CD164,342,pos_w,3,prot
BLOC1S3,351,pos_w,3,prot
CXCL6,280,pos_w,3,prot
LRCH4,428,pos_w,3,prot
SRPK2,519,pos_w,3,prot
AAMDC,180,pos_w,3,prot
BID,277,pos_w,3,prot
CA3,124,pos_w,3,prot
COMMD1,343,pos_w,3,prot
GIT1,356,pos_w,3,prot
GNPDA1,88,pos_w,3,prot
LARP1,304,pos_w,3,prot
MAP3K5,168,pos_w,3,prot
MICALL2,179,pos_w,3,prot
MRI1,243,pos_w,3,prot
OXCT1,135,pos_w,3,prot
RAB2B,426,pos_w,3,prot
SMAD2,375,pos_w,3,prot
AHCY,414,pos_w,3,prot
AZU1,51,pos_w,3,prot
BAG6,119,pos_w,3,prot
CCT5,191,pos_w,3,prot
CIT,117,pos_w,3,prot
CLNS1A,112,pos_w,3,prot
EEF1D,429,pos_w,3,prot
EGLN1,223,pos_w,3,prot
ELOA,208,pos_w,3,prot
GET3,185,pos_w,3,prot
HDGFL2,494,pos_w,3,prot
IKBKG,320,pos_w,3,prot
INPP5J,34,pos_w,3,prot
MYCBP2,70,pos_w,3,prot
MYH9,456,pos_w,3,prot
NBN,159,pos_w,3,prot
NFX1,152,pos_w,3,prot
NPM1,67,pos_w,3,prot
OGA,345,pos_w,3,prot
PARP1,211,pos_w,3,prot
RAPGEF2,385,pos_w,3,prot
RPL14,345,pos_w,3,prot
SDCCAG8,224,pos_w,3,prot
STX7,163,pos_w,3,prot
TAX1BP1,62,pos_w,3,prot
UBE2B,364,pos_w,3,prot
UROS,117,pos_w,3,prot
WWP2,112,pos_w,3,prot
ZBTB17,149,pos_w,3,prot
ZHX2,118,pos_w,3,prot
ACADSB,384,pos_w,3,prot
ACOX1,355,pos_w,3,prot
AHSA1,247,pos_w,3,prot
AIFM1,396,pos_w,3,prot
ANKMY2,396,pos_w,3,prot
AP1G2,459,pos_w,3,prot
AP3S2,382,pos_w,3,prot
ARFIP1,378,pos_w,3,prot
BAX,429,pos_w,3,prot
BCR,446,pos_w,3,prot
BIRC2,26,pos_w,3,prot
BLMH,206,pos_w,3,prot
BOLA1,191,pos_w,3,prot
CASP10,104,pos_w,3,prot
CASP2,299,pos_w,3,prot
CD63,150,pos_w,3,prot
CDK5RAP3,99,pos_w,3,prot
CSNK1D,268,pos_w,3,prot
EFCAB2,287,pos_w,3,prot
EP300,212,pos_w,3,prot
FNTA,335,pos_w,3,prot
GIGYF2,358,pos_w,3,prot
GLB1,198,pos_w,3,prot
GNPDA2,217,pos_w,3,prot
GTPBP2,301,pos_w,3,prot
HTRA2,447,pos_w,3,prot
ILKAP,312,pos_w,3,prot
INPP1,399,pos_w,3,prot
LETM1,393,pos_w,3,prot
LRRC59,335,pos_w,3,prot
LSM1,335,pos_w,3,prot
MTSS2,145,pos_w,3,prot
NECAP2,324,pos_w,3,prot
PDP1,303,pos_w,3,prot
PFDN2,210,pos_w,3,prot
PPM1A,117,pos_w,3,prot
PRDX1,81,pos_w,3,prot
PTEN,342,pos_w,3,prot
RAB10,377,pos_w,3,prot
RAB37,288,pos_w,3,prot
REEP4,391,pos_w,3,prot
RNASEH2A,432,pos_w,3,prot
RP2,454,pos_w,3,prot
RRM2B,375,pos_w,3,prot
SDHB,385,pos_w,3,prot
SEPTIN9,413,pos_w,3,prot
SLC27A4,291,pos_w,3,prot
SNX5,246,pos_w,3,prot
STK24,293,pos_w,3,prot
STX8,318,pos_w,3,prot
SWAP70,281,pos_w,3,prot
TADA3,273,pos_w,3,prot
THPO,192,pos_w,3,prot
TIMM8A,458,pos_w,3,prot
TNFAIP8,276,pos_w,3,prot
TRDMT1,368,pos_w,3,prot
TSC22D1,173,pos_w,3,prot
TTF2,171,pos_w,3,prot
WASF1,329,pos_w,3,prot
XIAP,268,pos_w,3,prot
YJU2,271,pos_w,3,prot
AKT3,111,pos_w,3,prot
ANXA2,289,pos_w,3,prot
APBB1IP,118,pos_w,3,prot
BRDT,154,pos_w,3,prot
BRSK2,32,pos_w,3,prot
CALCOCO2,287,pos_w,3,prot
CRACR2A,37,pos_w,3,prot
EIF4G3,165,pos_w,3,prot
ERP44,68,pos_w,3,prot
EVI5,85,pos_w,3,prot
GBP2,181,pos_w,3,prot
GNE,290,pos_w,3,prot
GRPEL1,171,pos_w,3,prot
HMOX2,82,pos_w,3,prot
ICA1,98,pos_w,3,prot
KIF22,265,pos_w,3,prot
MAD1L1,170,pos_w,3,prot
NGRN,242,pos_w,3,prot
NID2,265,pos_w,3,prot
P4HB,88,pos_w,3,prot
PLXNB3,246,pos_w,3,prot
PTGES2,303,pos_w,3,prot
SUGP1,100,pos_w,3,prot
TIMM10,273,pos_w,3,prot
HMGCL,99,pos_w,3,prot
TPR,177,pos_w,3,prot
ATXN2L,68,pos_w,3,prot
CHM,85,pos_w,3,prot
COX6B1,178,pos_w,3,prot
ECI2,259,pos_w,3,prot
MTHFD2,28,pos_w,3,prot
SPTLC1,11,pos_w,3,prot
UBE2Z,74,pos_w,3,prot
PHYKPL,69,pos_w,3,prot
BTC,64,pos_w,3,prot
DUSP3,157,pos_w,3,prot
GSTP1,126,pos_w,3,prot
MAGED1,265,pos_w,3,prot
MRPL46,220,pos_w,3,prot
MRPL58,268,pos_w,3,prot
PAFAH2,41,pos_w,3,prot
CSDE1,47,pos_w,3,prot
ADA,58,pos_w,3,prot
CDC27,73,pos_w,3,prot
DDHD2,86,pos_w,3,prot
DNPEP,89,pos_w,3,prot
PAK4,186,pos_w,3,prot
SKAP1,60,pos_w,3,prot
BAP18,79,pos_w,3,prot
LSP1,98,pos_w,3,prot
TOR1AIP1,181,pos_w,3,prot
PSMD5,51,pos_w,3,prot
KCTD5,48,pos_w,3,prot
CLTA,54,pos_w,3,prot
EZR,86,pos_w,3,prot
RALY,34,pos_w,3,prot
IFT20,105,pos_w,3,prot
PQBP1,16,pos_w,3,prot
STX3,57,pos_w,3,prot
CCDC134,25,pos_w,3,prot
CD226,159,pos_w,3,prot
CD84,78,pos_w,3,prot
FGD3,70,pos_w,3,prot
MDM1,69,pos_w,3,prot
REPS1,20,pos_w,3,prot
AMFR,25,pos_w,3,prot
SNX18,14,pos_w,3,prot
DYNLT1,145,pos_w,3,prot
SART1,48,pos_w,3,prot
TBC1D5,17,pos_w,3,prot
DPP7,15,pos_w,3,prot
FGR,19,pos_w,3,prot
GOLGA3,42,pos_w,3,prot
ZBP1,35,pos_w,3,prot
AP2B1,32,pos_w,3,prot
PECR,21,pos_w,3,prot
PGM2,16,pos_w,3,prot
USP28,20,pos_w,3,prot
FMNL1,6,pos_w,3,prot
GLYR1,24,pos_w,3,prot
NADK,23,pos_w,3,prot
NMNAT1,19,pos_w,3,prot
FKBP7,11,pos_w,3,prot
SNX2,10,pos_w,3,prot
DUSP13,10,pos_w,3,prot
RASSF2,31,pos_w,3,prot
STX6,11,pos_w,3,prot
ARNT,3,pos_w,3,prot
TP53BP1,7,pos_w,3,prot
LEO1,14,pos_w,3,prot
CEP85,21,pos_w,3,prot
ERI1,28,pos_w,3,prot
GART,2,pos_w,3,prot
BNIP3L,21,pos_w,3,prot
FARSA,18,pos_w,3,prot
TRIM5,9,pos_w,3,prot
ZNF830,4,pos_w,3,prot
PNPT1,5,pos_w,3,prot
COMMD9,7,pos_w,3,prot
COQ7,6,pos_w,3,prot
WARS,4,pos_w,3,prot
LRPAP1,15,pos_w,3,prot
RCOR1,6,pos_w,3,prot
METAP1,3,pos_w,3,prot
MORF4L2,1,pos_w,3,prot
CPA3,1,pos_w,3,txn
MMP25,192,pos_w,4,txn
CTTNBP2,45,pos_w,4,txn
P2RY6,88,pos_w,4,txn
ST14,328,pos_w,4,txn
HP,278,pos_w,4,txn
SASH1,320,pos_w,4,txn
PID1,353,pos_w,4,txn
TMEM63C,47,pos_w,4,txn
RNF144B,463,pos_w,4,txn
STAT1,95,pos_w,4,txn
WNT5B,254,pos_w,4,txn
ACP3,543,pos_w,4,txn
PARP9,178,pos_w,4,txn
KREMEN1,304,pos_w,4,txn
CYP4F22,33,pos_w,4,txn
MS4A4A,411,pos_w,4,txn
FCGR1A,435,pos_w,4,txn
SMCO4,476,pos_w,4,txn
TRNP1,74,pos_w,4,txn
KCNMA1,29,pos_w,4,txn
CD1E,17,pos_w,4,txn
ADAP1,374,pos_w,4,txn
P2RY13,448,pos_w,4,txn
MT2A,119,pos_w,4,txn
NHS,382,pos_w,4,txn
GBP1P1,68,pos_w,4,txn
ST3GAL6,271,pos_w,4,txn
IL27,301,pos_w,4,txn
SLC16A6,214,pos_w,4,txn
DAPK1,536,pos_w,4,txn
UBE2D1,182,pos_w,4,txn
SNX10,280,pos_w,4,txn
SPTSSA,208,pos_w,4,txn
DNAJC25.GNG10,170,pos_w,4,txn
AIM2,34,pos_w,4,txn
PLXND1,418,pos_w,4,txn
ALDH3B1,518,pos_w,4,txn
CCDC124,199,pos_w,4,txn
GAS7,529,pos_w,4,txn
MGST1,420,pos_w,4,txn
STAB1,311,pos_w,4,txn
TYROBP,488,pos_w,4,txn
MTMR11,509,pos_w,4,txn
SLC11A1,476,pos_w,4,txn
ADGRA2,395,pos_w,4,txn
ARHGAP31,458,pos_w,4,txn
GAB2,587,pos_w,4,txn
CNTLN,503,pos_w,4,txn
HOMER3,469,pos_w,4,txn
KCNQ1,357,pos_w,4,txn
TMCC3,48,pos_w,4,txn
DGKG,479,pos_w,4,txn
TBXAS1,537,pos_w,4,txn
GNA15,539,pos_w,4,txn
DGAT2,423,pos_w,4,txn
PDE4A,318,pos_w,4,txn
SPI1,505,pos_w,4,txn
ROGDI,386,pos_w,4,txn
HYAL2,409,pos_w,4,txn
IFI35,363,pos_w,4,txn
PRR11,335,pos_w,4,txn
CLTCL1,403,pos_w,4,txn
ST6GALNAC2,299,pos_w,4,txn
CPSF1,68,pos_w,4,txn
CYBRD1,389,pos_w,4,txn
IRAG1,444,pos_w,4,txn
IGF2BP2,437,pos_w,4,txn
ARHGEF10L,492,pos_w,4,txn
FSCN1,332,pos_w,4,txn
RBMS2,185,pos_w,4,txn
SMARCD3,479,pos_w,4,txn
EPB41L3,472,pos_w,4,txn
PLOD1,457,pos_w,4,txn
HAL,451,pos_w,4,txn
APLP2,486,pos_w,4,txn
MGST2,463,pos_w,4,txn
FTL,484,pos_w,4,txn
TESC,382,pos_w,4,txn
OAS1,392,pos_w,4,txn
IRAK3,520,pos_w,4,txn
LYZ,390,pos_w,4,txn
NLRC4,463,pos_w,4,txn
ABCC6,407,pos_w,4,txn
MAP3K20,433,pos_w,4,txn
JPH4,398,pos_w,4,txn
RPGRIP1,301,pos_w,4,txn
DPYSL2,488,pos_w,4,txn
TBC1D2,461,pos_w,4,txn
TSPO,414,pos_w,4,txn
SYNGR1,114,pos_w,4,txn
KIAA0930,474,pos_w,4,txn
PYGL,497,pos_w,4,txn
C20orf27,353,pos_w,4,txn
HCK,511,pos_w,4,txn
BPI,342,pos_w,4,txn
TLR8,458,pos_w,4,txn
PLP2,220,pos_w,4,txn
COTL1,479,pos_w,4,txn
CRISPLD2,428,pos_w,4,txn
NOMO3,87,pos_w,4,txn
MEFV,488,pos_w,4,txn
PYCARD,458,pos_w,4,txn
AQP9,433,pos_w,4,txn
DMXL2,448,pos_w,4,txn
FCGRT,487,pos_w,4,txn
LILRA1,507,pos_w,4,txn
SLC1A5,395,pos_w,4,txn
CEACAM4,378,pos_w,4,txn
RAB3D,507,pos_w,4,txn
CPED1,329,pos_w,4,txn
BLVRA,467,pos_w,4,txn
NEURL1,290,pos_w,4,txn
ABI3,373,pos_w,4,txn
SLC2A9,468,pos_w,4,txn
MS4A6A,498,pos_w,4,txn
SLC15A3,539,pos_w,4,txn
CORO1C,516,pos_w,4,txn
LIN7A,415,pos_w,4,txn
PPM1H,388,pos_w,4,txn
SLC6A12,446,pos_w,4,txn
TRPV4,285,pos_w,4,txn
VDR,515,pos_w,4,txn
SLC29A1,447,pos_w,4,txn
LY86,404,pos_w,4,txn
RNF130,500,pos_w,4,txn
HRH2,515,pos_w,4,txn
BCL6,475,pos_w,4,txn
PFKFB4,534,pos_w,4,txn
ZBTB47,454,pos_w,4,txn
STEAP3,372,pos_w,4,txn
LOXL3,487,pos_w,4,txn
FBXO6,340,pos_w,4,txn
WLS,417,pos_w,4,txn
MYCL,464,pos_w,4,txn
SIPA1L2,364,pos_w,4,txn
RAB32,475,pos_w,4,txn
SLC46A2,434,pos_w,4,txn
FLVCR2,481,pos_w,4,txn
CCDC170,384,pos_w,4,txn
TSHZ3,441,pos_w,4,txn
PLBD1,474,pos_w,4,txn
CSTA,459,pos_w,4,txn
ZNF205,195,pos_w,4,txn
FKBP9,321,pos_w,4,txn
NLN,451,pos_w,4,txn
MMP19,305,pos_w,4,txn
IQSEC2,545,pos_w,4,txn
PACSIN1,69,pos_w,4,txn
SIRPD,423,pos_w,4,txn
FGL2,424,pos_w,4,txn
SRD5A3,253,pos_w,4,txn
CDC42EP1,197,pos_w,4,txn
APOBEC3A,415,pos_w,4,txn
LRRC4,326,pos_w,4,txn
IRF5,490,pos_w,4,txn
ARHGAP22,88,pos_w,4,txn
CD68,508,pos_w,4,txn
STARD8,404,pos_w,4,txn
SH3BP4,128,pos_w,4,txn
PLVAP,122,pos_w,4,txn
MAP1S,277,pos_w,4,txn
TRPM4,380,pos_w,4,txn
OLFM1,103,pos_w,4,txn
TNNI2,257,pos_w,4,txn
LRP3,407,pos_w,4,txn
ADGRE3,365,pos_w,4,txn
KCNC3,405,pos_w,4,txn
NAPSB,110,pos_w,4,txn
EMILIN2,509,pos_w,4,txn
RIN2,552,pos_w,4,txn
EPHB2,401,pos_w,4,txn
PRAM1,499,pos_w,4,txn
LGALS12,253,pos_w,4,txn
MICAL2,443,pos_w,4,txn
CTIF,496,pos_w,4,txn
CAMK1,472,pos_w,4,txn
DAGLA,416,pos_w,4,txn
FADS2,52,pos_w,4,txn
SLC37A2,483,pos_w,4,txn
GOLM1,296,pos_w,4,txn
LMO2,490,pos_w,4,txn
KCNH3,234,pos_w,4,txn
DYSF,418,pos_w,4,txn
GNS,485,pos_w,4,txn
KIAA0513,525,pos_w,4,txn
GLUL,548,pos_w,4,txn
CYP27A1,358,pos_w,4,txn
DRAM1,456,pos_w,4,txn
TNS3,515,pos_w,4,txn
AOAH,434,pos_w,4,txn
TTYH3,492,pos_w,4,txn
TM6SF1,356,pos_w,4,txn
HLX,372,pos_w,4,txn
NIBAN2,481,pos_w,4,txn
SLC31A2,516,pos_w,4,txn
SLC31A1,502,pos_w,4,txn
KIF13A,542,pos_w,4,txn
MYO7A,337,pos_w,4,txn
SDCBP,410,pos_w,4,txn
FXYD6,461,pos_w,4,txn
MYOF,430,pos_w,4,txn
CALHM2,344,pos_w,4,txn
GPAT3,456,pos_w,4,txn
FGD4,545,pos_w,4,txn
DUSP6,473,pos_w,4,txn
SDSL,384,pos_w,4,txn
RAB20,297,pos_w,4,txn
RTN1,456,pos_w,4,txn
JDP2,546,pos_w,4,txn
SLC24A4,490,pos_w,4,txn
WARS1,445,pos_w,4,txn
IGSF6,455,pos_w,4,txn
ZFHX3,531,pos_w,4,txn
CPNE2,432,pos_w,4,txn
IMPA2,475,pos_w,4,txn
OSBPL1A,386,pos_w,4,txn
ZMYND15,387,pos_w,4,txn
SLC16A3,473,pos_w,4,txn
SECTM1,499,pos_w,4,txn
TRPM2,380,pos_w,4,txn
NLRP12,473,pos_w,4,txn
RCN3,183,pos_w,4,txn
ZNF697,386,pos_w,4,txn
CTTNBP2NL,332,pos_w,4,txn
RAB13,443,pos_w,4,txn
EPHX1,384,pos_w,4,txn
KCNMB1,476,pos_w,4,txn
CREB5,408,pos_w,4,txn
ZNF185,307,pos_w,4,txn
ATP6V1B2,470,pos_w,4,txn
DOCK5,392,pos_w,4,txn
GBGT1,492,pos_w,4,txn
LRMDA,464,pos_w,4,txn
PAK1,501,pos_w,4,txn
FADS1,357,pos_w,4,txn
SIDT2,290,pos_w,4,txn
CDC42EP2,413,pos_w,4,txn
LATS2,495,pos_w,4,txn
DOCK1,243,pos_w,4,txn
ANKRD50,433,pos_w,4,txn
VENTX,360,pos_w,4,txn
GLT1D1,520,pos_w,4,txn
ARL11,414,pos_w,4,txn
KCNK13,329,pos_w,4,txn
APCDD1,259,pos_w,4,txn
MARVELD1,459,pos_w,4,txn
SLC7A7,499,pos_w,4,txn
MMP14,443,pos_w,4,txn
FZD1,433,pos_w,4,txn
CACNA2D3,349,pos_w,4,txn
ETS2,493,pos_w,4,txn
MRAS,384,pos_w,4,txn
CD1D,401,pos_w,4,txn
CD1A,296,pos_w,4,txn
NCF1,412,pos_w,4,txn
FCER1G,478,pos_w,4,txn
ZDHHC1,223,pos_w,4,txn
ATP6V0D1,482,pos_w,4,txn
ZYX,444,pos_w,4,txn
CPAMD8,198,pos_w,4,txn
HK3,509,pos_w,4,txn
ZNF385A,507,pos_w,4,txn
SIGLEC16,374,pos_w,4,txn
JOSD2,205,pos_w,4,txn
RAVER1,156,pos_w,4,txn
SCIMP,465,pos_w,4,txn
PAQR4,404,pos_w,4,txn
ZG16B,310,pos_w,4,txn
AK4,384,pos_w,4,txn
SDC3,381,pos_w,4,txn
KIAA1522,423,pos_w,4,txn
OLFML2B,323,pos_w,4,txn
HAAO,408,pos_w,4,txn
S100A9,459,pos_w,4,txn
SLC22A15,442,pos_w,4,txn
WDFY3,536,pos_w,4,txn
RBM47,503,pos_w,4,txn
IL17RC,486,pos_w,4,txn
CCR1,461,pos_w,4,txn
TKT,483,pos_w,4,txn
SGMS2,344,pos_w,4,txn
SHROOM1,250,pos_w,4,txn
BRI3,497,pos_w,4,txn
GPER1,140,pos_w,4,txn
CYBB,493,pos_w,4,txn
MID1IP1,542,pos_w,4,txn
NCF1C,338,pos_w,4,txn
ARHGEF40,459,pos_w,4,txn
UBTD1,435,pos_w,4,txn
CLMN,427,pos_w,4,txn
CLEC4E,425,pos_w,4,txn
LDHD,287,pos_w,4,txn
MS4A7,444,pos_w,4,txn
MS4A14,351,pos_w,4,txn
C15orf39,474,pos_w,4,txn
NCKAP5L,458,pos_w,4,txn
CYP2S1,248,pos_w,4,txn
SLC43A2,545,pos_w,4,txn
BEST1,485,pos_w,4,txn
RAB31,485,pos_w,4,txn
SERINC2,342,pos_w,4,txn
SLC49A3,481,pos_w,4,txn
RNASE2,413,pos_w,4,txn
PTAFR,596,pos_w,4,txn
AGPAT2,439,pos_w,4,txn
FPR2,411,pos_w,4,txn
FPR1,454,pos_w,4,txn
GAA,405,pos_w,4,txn
S100Z,416,pos_w,4,txn
TMEM51,295,pos_w,4,txn
RASGRP4,522,pos_w,4,txn
COL8A2,447,pos_w,4,txn
LAMB2,278,pos_w,4,txn
CORO1B,424,pos_w,4,txn
HSPA6,401,pos_w,4,txn
JUP,231,pos_w,4,txn
SH3PXD2B,372,pos_w,4,txn
RIN1,420,pos_w,4,txn
CATSPER1,397,pos_w,4,txn
MCTP1,521,pos_w,4,txn
KCNE3,439,pos_w,4,txn
P2RY2,436,pos_w,4,txn
SPHK1,247,pos_w,4,txn
METRNL,425,pos_w,4,txn
B3GNT8,346,pos_w,4,txn
AGTRAP,480,pos_w,4,txn
CD151,334,pos_w,4,txn
FAM20C,416,pos_w,4,txn
ODF3B,385,pos_w,4,txn
PLEC,218,pos_w,4,txn
GRINA,489,pos_w,4,txn
CD300LB,493,pos_w,4,txn
LDLRAD3,472,pos_w,4,txn
ALOX15B,281,pos_w,4,txn
CDC42EP4,525,pos_w,4,txn
GPBAR1,480,pos_w,4,txn
TMEM150B,472,pos_w,4,txn
FZD2,378,pos_w,4,txn
KCNE1,330,pos_w,4,txn
FUT7,259,pos_w,4,txn
CHST13,126,pos_w,4,txn
CUEDC1,518,pos_w,4,txn
RPH3AL,21,pos_w,4,txn
AATK,305,pos_w,4,txn
ZNF467,465,pos_w,4,txn
LINC02724,403,pos_w,4,txn
CCDC149,495,pos_w,4,txn
CHST15,509,pos_w,4,txn
NCF1B,330,pos_w,4,txn
EPHB3,24,pos_w,4,txn
SLC8A1,509,pos_w,4,txn
TMEM121B,387,pos_w,4,txn
FHL3,397,pos_w,4,txn
AIFM3,376,pos_w,4,txn
ZNF703,444,pos_w,4,txn
ADAP2,532,pos_w,4,txn
OAF,503,pos_w,4,txn
H1.10,146,pos_w,4,txn
GAS2L1,439,pos_w,4,txn
STAC3,515,pos_w,4,txn
IRF7,255,pos_w,4,txn
MTARC1,435,pos_w,4,txn
RXRA,502,pos_w,4,txn
GPR141,353,pos_w,4,txn
MITF,464,pos_w,4,txn
SHTN1,408,pos_w,4,txn
FPR3,138,pos_w,4,txn
TLR5,477,pos_w,4,txn
CARD9,461,pos_w,4,txn
RUFY4,285,pos_w,4,txn
PEAK3,308,pos_w,4,txn
HLA.DRB1,282,pos_w,4,txn
SEMA4A,481,pos_w,4,txn
SIRPB2,454,pos_w,4,txn
SULF2,471,pos_w,4,txn
MAML3,509,pos_w,4,txn
FLNA,246,pos_w,4,txn
MPEG1,491,pos_w,4,txn
INKA2,293,pos_w,4,txn
TOR4A,470,pos_w,4,txn
MMP17,174,pos_w,4,txn
PAPSS2,290,pos_w,4,txn
F5,311,pos_w,4,txn
MSRB1,457,pos_w,4,txn
RUSC2,472,pos_w,4,txn
DDO,240,pos_w,4,txn
LIPN,436,pos_w,4,txn
NOTCH4,367,pos_w,4,txn
LST1,492,pos_w,4,txn
LILRB3,418,pos_w,4,txn
TBC1D8,471,pos_w,4,txn
MROH6,122,pos_w,4,txn
GPX3,133,pos_w,4,txn
SULT1A4,399,pos_w,4,txn
RPL7AP64,416,pos_w,4,txn
TSPAN4,378,pos_w,4,txn
C19orf38,507,pos_w,4,txn
AATBC,452,pos_w,4,txn
HLA.DPB1,261,pos_w,4,txn
LOC101929331,398,pos_w,4,txn
PELATON,461,pos_w,4,txn
BAIAP2.DT,458,pos_w,4,txn
SLC9A7P1,484,pos_w,4,txn
HLA.DPA1,339,pos_w,4,txn
GPX1,433,pos_w,4,txn
