"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"GRB21",3.42437589329879e-49,0.44693720845813,0.803,0.544,7.35110773014451e-45,"B","GRB2"
"ZNF92",9.39337176409488e-49,0.319183999782745,0.251,0.087,2.01647511659825e-44,"B","ZNF92"
"TMEM243",4.76858587554563e-48,0.47351308941777,0.68,0.412,1.02367232990338e-43,"B","TMEM243"
"ERP29",1.64605195358582e-47,0.442443834803878,0.936,0.791,3.53357972876268e-43,"B","ERP29"
"SEC62",2.51973056719236e-47,0.535525109915879,0.745,0.509,5.40910560859183e-43,"B","SEC62"
"PHTF2",1.83139381377038e-46,0.365226550493983,0.38,0.168,3.93145310002088e-42,"B","PHTF2"
"EVI2B1",3.4300884244573e-46,0.492725803617046,0.802,0.567,7.36337082078248e-42,"B","EVI2B"
"ZNF581",4.97317814680411e-46,0.400769260859332,0.408,0.191,1.06759215277444e-41,"B","ZNF581"
"CEPT1",1.3760625329302e-45,0.339424972917158,0.278,0.106,2.95399343944126e-41,"B","CEPT1"
"VOPP1",1.37787515951401e-45,0.464168896534354,0.5,0.263,2.95788460492872e-41,"B","VOPP1"
"TRIM381",1.76943674479967e-45,0.412395410188181,0.467,0.238,3.79844986006145e-41,"B","TRIM38"
"PMAIP11",2.98878136460005e-45,0.423728400628877,0.362,0.162,6.41601695538692e-41,"B","PMAIP1"
"ZBTB20",4.22095270516537e-45,0.406708210290976,0.435,0.212,9.0611191721785e-41,"B","ZBTB20"
"TIFA",1.3269694225891e-44,0.348175025373938,0.301,0.122,2.84860525947202e-40,"B","TIFA"
"APOBEC3C",1.39995093935759e-44,0.365599110742169,0.37,0.166,3.00527468151894e-40,"B","APOBEC3C"
"TSC22D3",1.4469821318414e-44,0.553090581391728,0.963,0.887,3.10623654242394e-40,"B","TSC22D3"
"PELI11",2.3338046521286e-44,0.4336932021565,0.42,0.202,5.00997844672448e-40,"B","PELI1"
"ELOVL5",3.73207905225951e-44,0.423317519209977,0.535,0.292,8.0116541014855e-40,"B","ELOVL5"
"CXCR42",6.05182880581426e-44,0.635469827216434,0.828,0.638,1.29914608974415e-39,"B","CXCR4"
"IFI161",1.02139197803984e-43,0.439276184573309,0.589,0.34,2.19262215925812e-39,"B","IFI16"
"GPR183",1.59075039350977e-43,0.418088129158261,0.517,0.27,3.41486386974742e-39,"B","GPR183"
"IDI1",2.90415346813494e-43,0.45348739232875,0.487,0.26,6.23434625004528e-39,"B","IDI1"
"FUT8",3.50766881627679e-43,0.278094146930266,0.254,0.093,7.52991264790139e-39,"B","FUT8"
"CYB5A",3.99320203054611e-43,0.376913230294744,0.331,0.144,8.57220679897334e-39,"B","CYB5A"
"ARF6",8.78405042281715e-43,0.446747556050506,0.786,0.558,1.88567210426616e-38,"B","ARF6"
"CNPY31",1.19587802756758e-42,0.354777954054592,0.754,0.469,2.56719136177933e-38,"B","CNPY3"
"ACBD3",1.35838993329929e-42,0.358262778651724,0.35,0.155,2.91605566981359e-38,"B","ACBD3"
"FOXP11",1.54127022827937e-42,0.511607513937309,0.802,0.612,3.30864479904732e-38,"B","FOXP1"
"PTPN1",1.62863739169366e-42,0.467778047839818,0.555,0.321,3.49619588874877e-38,"B","PTPN1"
"SAMD9L",3.63444024634047e-42,0.296239905314169,0.251,0.094,7.80205287681909e-38,"B","SAMD9L"
"NGLY1",6.0149942345251e-42,0.389472113626269,0.435,0.216,1.2912388123255e-37,"B","NGLY1"
"RPL13A1",9.14675774553056e-42,0.263641249661528,1,0.989,1.96353448523304e-37,"B","RPL13A"
"BLOC1S2",9.28309719144528e-42,0.398848729188314,0.439,0.224,1.99280247408756e-37,"B","BLOC1S2"
"CDC40",1.20913151752271e-41,0.42088397615527,0.517,0.282,2.59564262866601e-37,"B","CDC40"
"RABEP1",8.36832386500327e-41,0.35271636202286,0.375,0.176,1.79642808410025e-36,"B","RABEP1"
"NUAK2",1.11053296480802e-40,0.334395644226904,0.295,0.121,2.38398111555337e-36,"B","NUAK2"
"ELL2",1.37138594675704e-40,0.265506343612525,0.254,0.096,2.94395421190334e-36,"B","ELL2"
"CSNK1G3",4.25690152424884e-40,0.30214277607871,0.274,0.11,9.13829050210499e-36,"B","CSNK1G3"
"CSK",7.14142124347331e-40,0.420811426425405,0.819,0.603,1.53304889833642e-35,"B","CSK"
"SMAP21",7.39655713993561e-40,0.509448506027062,0.828,0.628,1.58781892122998e-35,"B","SMAP2"
"IRF51",2.38255365896525e-39,0.2569828523037,0.299,0.124,5.11462793970069e-35,"B","IRF5"
"ZNF107",4.59283688281473e-39,0.349117470438179,0.274,0.113,9.85944293633839e-35,"B","ZNF107"
"TBC1D5",5.96754751473913e-39,0.353361743903313,0.339,0.155,1.28105342498905e-34,"B","TBC1D5"
"GDI21",2.59615432923302e-38,0.431581770080191,0.77,0.553,5.57316449856452e-34,"B","GDI2"
"SIDT2",2.67631687902677e-38,0.276747050914966,0.262,0.104,5.74524944420678e-34,"B","SIDT2"
"MOB1A1",3.25575984209314e-38,0.40994495701951,0.669,0.427,6.98913965302134e-34,"B","MOB1A"
"ISCU",3.90193402243321e-38,0.403456134319979,0.802,0.584,8.37628176595737e-34,"B","ISCU"
"ISG201",6.33281171057564e-38,0.468778589304025,0.786,0.554,1.35946468990927e-33,"B","ISG20"
"ATP2B11",1.7339930945001e-37,0.381174165625115,0.519,0.293,3.72236297596336e-33,"B","ATP2B1"
"YWHAZ",2.13788323136741e-37,0.327461789983547,0.952,0.872,4.58939393277642e-33,"B","YWHAZ"
"RB11",2.20331237796659e-37,0.338797592984617,0.418,0.213,4.72985068178087e-33,"B","RB1"
"NFKB21",2.64999132682245e-37,0.389129908346208,0.452,0.246,5.68873638128976e-33,"B","NFKB2"
"RNF41",7.2384262698e-37,0.300398348920847,0.274,0.115,1.55387296733797e-32,"B","RNF41"
"RCSD11",8.39862873764315e-37,0.456153791386991,0.766,0.559,1.80293363110986e-32,"B","RCSD1"
"NIPA2",1.50383140153525e-36,0.304416467627207,0.312,0.14,3.22827486967573e-32,"B","NIPA2"
"MT-ND3",3.02657784102274e-36,0.265806315825618,1,0.992,6.49715465132351e-32,"B","MT-ND3"
"SNAP23",8.59566550307447e-36,0.324668684673399,0.487,0.269,1.845231513545e-31,"B","SNAP23"
"RPL22L1",1.44746384503234e-35,0.444335254228208,0.673,0.451,3.10727063613092e-31,"B","RPL22L1"
"ADD1",4.16689484234705e-35,0.412357266011365,0.622,0.394,8.94507315806642e-31,"B","ADD1"
"EEF1G1",6.09717065347755e-35,0.270756550727427,1,0.976,1.30887962418203e-30,"B","EEF1G"
"HSP90AB1",6.4772987098854e-35,0.375250561361966,0.969,0.869,1.3904817140511e-30,"B","HSP90AB1"
"INPP5D1",6.73571876131999e-35,0.377281839178254,0.535,0.319,1.44595674649256e-30,"B","INPP5D"
"MAP3K12",1.02187167294185e-34,0.375067220555885,0.547,0.323,2.19365192030427e-30,"B","MAP3K1"
"METTL21A",1.76577274291291e-34,0.306882676614879,0.29,0.13,3.79058434721114e-30,"B","METTL21A"
"PPP3CC",1.80828528657728e-34,0.383401745933306,0.572,0.345,3.88184602469546e-30,"B","PPP3CC"
"ARL4A1",1.88572606192761e-34,0.387594223112156,0.342,0.169,4.04808813714e-30,"B","ARL4A"
"ADK",1.89326147730432e-34,0.519185905435663,0.408,0.227,4.06426441332919e-30,"B","ADK"
"IQSEC11",2.75374691227279e-34,0.363748721858913,0.402,0.209,5.91146849657601e-30,"B","IQSEC1"
"MT-ND6",5.17451219162739e-34,0.406567250389637,0.884,0.716,1.11081253217665e-29,"B","MT-ND6"
"MTRNR2L12",1.02507663408512e-33,0.291830965010185,0.999,0.994,2.20053201039053e-29,"B","MTRNR2L12"
"SREBF2",2.9814894360431e-33,0.283656070744186,0.274,0.12,6.40036337235372e-29,"B","SREBF2"
"AIDA",4.08926380330229e-33,0.307165291851266,0.327,0.156,8.77842260654903e-29,"B","AIDA"
"CLIC11",6.85521966475551e-33,0.338181103562432,0.916,0.704,1.47161000543306e-28,"B","CLIC1"
"JMJD1C1",1.16650210091279e-32,0.381914246875061,0.61,0.395,2.50413006002949e-28,"B","JMJD1C"
"ARID5B",2.54739819155238e-32,0.391200369378959,0.468,0.264,5.46849969780549e-28,"B","ARID5B"
"TCEA1",3.32414058216243e-32,0.394368825604549,0.737,0.537,7.1359325877281e-28,"B","TCEA1"
"TBC1D22A1",4.65376821671505e-32,0.287538824379985,0.358,0.18,9.9902442308222e-28,"B","TBC1D22A"
"RIPOR2",4.72309938629554e-32,0.346512023506401,0.903,0.766,1.01390774525606e-27,"B","RIPOR2"
"MIS18BP11",5.34039059163643e-32,0.332922656928306,0.43,0.231,1.14642164830659e-27,"B","MIS18BP1"
"GINM1",9.54669378317149e-32,0.303506534378871,0.339,0.168,2.04938875443342e-27,"B","GINM1"
"RNF19A",2.36989993821988e-31,0.294931865048702,0.375,0.192,5.08746419737661e-27,"B","RNF19A"
"FAM13B",2.55694431191765e-31,0.307891444512049,0.379,0.196,5.48899235439362e-27,"B","FAM13B"
"ERGIC1",4.48019433872191e-31,0.284482565423335,0.362,0.182,9.61763318693433e-27,"B","ERGIC1"
"RNASEH2B",7.86781372012949e-31,0.359641926554601,0.521,0.32,1.6889835713002e-26,"B","RNASEH2B"
"SIDT1",1.09501727159342e-30,0.264056123416332,0.255,0.11,2.3506735769296e-26,"B","SIDT1"
"CAT1",1.29356989814631e-30,0.304069814841174,0.497,0.283,2.77690650035068e-26,"B","CAT"
"CYCS",2.10521293926722e-30,0.351154964366711,0.597,0.384,4.51926061672493e-26,"B","CYCS"
"PHKB",2.29733939590866e-30,0.268849323777086,0.301,0.141,4.93169848119712e-26,"B","PHKB"
"FAM214A",2.43284267655955e-30,0.293700367418237,0.282,0.13,5.22258337377039e-26,"B","FAM214A"
"TOR3A",4.75057646498219e-30,0.285652725842038,0.281,0.132,1.01980624973773e-25,"B","TOR3A"
"RBM38",5.84895442538981e-30,0.428860183648555,0.624,0.424,1.25559504649843e-25,"B","RBM38"
"SNX5",1.38052890246751e-29,0.33500944417646,0.472,0.275,2.963581394927e-25,"B","SNX5"
"TMEM131",2.31048652673821e-29,0.274470526703485,0.34,0.172,4.95992142694892e-25,"B","TMEM131"
"PPP1CC",2.65938294759786e-29,0.361279717479881,0.653,0.444,5.70889737360832e-25,"B","PPP1CC"
"DEGS1",3.17240458588774e-29,0.342170417214184,0.427,0.246,6.81020092452522e-25,"B","DEGS1"
"SIPA1",3.62304482609964e-29,0.317769446134072,0.544,0.332,7.7775903281881e-25,"B","SIPA1"
"CEP170",5.34425538674706e-29,0.269584611889078,0.289,0.138,1.14725130387299e-24,"B","CEP170"
"LHPP",7.34683303126312e-29,0.314207106883032,0.291,0.142,1.57714464682125e-24,"B","LHPP"
"RP9",7.38546951828237e-29,0.298060569440559,0.306,0.151,1.58543874148968e-24,"B","RP9"
"MORC3",7.97504318454886e-29,0.341564829895166,0.439,0.251,1.7120025204271e-24,"B","MORC3"
"SELL1",1.44578644242256e-28,0.360827221330108,0.866,0.62,3.10366975594851e-24,"B","SELL"
"SMCHD1",2.74405357410538e-28,0.334224185650503,0.79,0.604,5.89065980753202e-24,"B","SMCHD1"
"PRDM2",8.44951610844961e-28,0.33665418787699,0.418,0.238,1.81385762300088e-23,"B","PRDM2"
"CNPPD1",1.21195627457572e-27,0.323274254091392,0.528,0.329,2.6017065346317e-23,"B","CNPPD1"
"CNDP2",1.44710699897043e-27,0.315635475908591,0.4,0.226,3.10650459468983e-23,"B","CNDP2"
"SLC25A1",1.99543535563111e-27,0.311237461722282,0.355,0.191,4.28360107793331e-23,"B","SLC25A1"
"UTP6",2.05711894200486e-27,0.250780414444975,0.277,0.132,4.41601723280184e-23,"B","UTP6"
"RPSA1",2.51653377634783e-27,0.259559790969116,1,0.976,5.40224305768588e-23,"B","RPSA"
"PWP1",2.79743055703637e-27,0.303090514781244,0.415,0.233,6.00524417678998e-23,"B","PWP1"
"BBX",2.99764194699007e-27,0.352995988408281,0.479,0.295,6.43503796760358e-23,"B","BBX"
"HMGN1",3.1099730516017e-27,0.33597793833454,0.856,0.678,6.67617914987337e-23,"B","HMGN1"
"LSM101",3.19301847519744e-27,0.339378339756136,0.479,0.294,6.85445276070634e-23,"B","LSM10"
"SH3BGRL1",1.68721521704234e-26,0.286115732631969,0.765,0.55,3.62194490642479e-22,"B","SH3BGRL"
"PNPLA81",1.76121557849557e-26,0.281390790203052,0.338,0.178,3.78080148235644e-22,"B","PNPLA8"
"EIF1AY",2.46358574085832e-26,0.289757727298733,0.4,0.225,5.28857950990056e-22,"B","EIF1AY"
"TAPBP",3.09283880157765e-26,0.324750847330169,0.765,0.583,6.63939705534673e-22,"B","TAPBP"
"SHOC2",3.2329742483009e-26,0.283818665288206,0.378,0.209,6.94022581882754e-22,"B","SHOC2"
"SECISBP2L",3.57230090997457e-26,0.311888072805007,0.386,0.218,7.6686583634424e-22,"B","SECISBP2L"
"BOD1L11",4.87563159768556e-26,0.342277198415243,0.608,0.408,1.04665183507516e-21,"B","BOD1L1"
"PLEKHM21",7.74292709173686e-26,0.269300988128931,0.368,0.201,1.66217415878315e-21,"B","PLEKHM2"
"PRKD2",8.1753683556435e-26,0.296569122392564,0.388,0.216,1.75500632490599e-21,"B","PRKD2"
"SLC50A1",1.74852264968787e-25,0.270302590585884,0.262,0.129,3.75355357208495e-21,"B","SLC50A1"
"AC004687.11",2.06832690425688e-25,0.324916836571129,0.574,0.375,4.44007736536825e-21,"B","AC004687.1"
"FAM117B",2.27220730848103e-25,0.26210541380579,0.32,0.167,4.87774742911623e-21,"B","FAM117B"
"ACTR3",2.92556342290818e-25,0.31567916908645,0.846,0.677,6.280306999957e-21,"B","ACTR3"
"PIP4P1",4.23395768415595e-25,0.294669312913577,0.396,0.224,9.08903696057759e-21,"B","PIP4P1"
"SEPTIN6",6.51039626595013e-25,0.307809991751941,0.815,0.63,1.39758676641152e-20,"B","SEPTIN6"
"RHOH1",9.93694682993087e-25,0.35591963867112,0.68,0.47,2.13316437598126e-20,"B","RHOH"
"TAF7",1.01937472860896e-24,0.308763969411924,0.633,0.43,2.18829172990485e-20,"B","TAF7"
"ACADM",1.25542944966067e-24,0.271003041811455,0.309,0.161,2.69503039958655e-20,"B","ACADM"
"NFX1",2.34776171783919e-24,0.279374301070221,0.344,0.187,5.0399400796854e-20,"B","NFX1"
"SELENOF",2.89575558155905e-24,0.341445979666731,0.661,0.471,6.2163185069328e-20,"B","SELENOF"
"ARL5A",3.00106872381105e-24,0.275363815959347,0.455,0.273,6.44239422940517e-20,"B","ARL5A"
"EIF1B",3.11290679428204e-24,0.330006336456152,0.584,0.391,6.68247701528525e-20,"B","EIF1B"
"RAB4B",3.46628481486603e-24,0.267608224123978,0.41,0.236,7.4410736120729e-20,"B","RAB4B"
"PTPRCAP",3.61984674675353e-24,0.286797536925735,0.386,0.218,7.7707250112558e-20,"B","PTPRCAP"
"RNASET21",3.9561433721715e-24,0.259771402308655,0.846,0.666,8.49265297704056e-20,"B","RNASET2"
"TLK1",5.21759233291968e-24,0.279233052549648,0.452,0.276,1.12006054610787e-19,"B","TLK1"
"MARF1",8.81818097169649e-24,0.292934350933347,0.299,0.159,1.89299890919409e-19,"B","MARF1"
"PRMT1",3.41747097774107e-23,0.302645389487541,0.561,0.373,7.33628494791675e-19,"B","PRMT1"
"MARCH9",5.37317769698756e-23,0.283453437786084,0.46,0.277,1.15346005621232e-18,"B","MARCH9"
"ZFAND6",9.06753825850705e-23,0.265373063467151,0.406,0.238,1.94652843795371e-18,"B","ZFAND6"
"TNIP1",1.10753648251779e-22,0.265115245922879,0.557,0.363,2.37754856702093e-18,"B","TNIP1"
"TRIM22",1.14158237123864e-22,0.329114638630056,0.626,0.444,2.450634876338e-18,"B","TRIM22"
"PSMB9",1.51665613064972e-22,0.265443692547028,0.864,0.731,3.25580571566574e-18,"B","PSMB9"
"RGS191",1.54313321010617e-22,0.263216237638324,0.629,0.422,3.31264406213491e-18,"B","RGS19"
"LAPTM4A1",1.82334601786542e-22,0.273639996660955,0.517,0.33,3.91417689655169e-18,"B","LAPTM4A"
"SINHCAF",3.65045685035462e-22,0.252540692460119,0.388,0.224,7.83643572065626e-18,"B","SINHCAF"
"DBNL1",4.68274221761395e-22,0.290063710191725,0.6,0.41,1.00524427185519e-17,"B","DBNL"
"MARCKSL1",7.58870362535659e-22,0.43369305061848,0.524,0.365,1.6290670072553e-17,"B","MARCKSL1"
"RAC21",7.84928450007853e-22,0.254230813363274,0.975,0.898,1.68500590363186e-17,"B","RAC2"
"ANKRD10",1.00806825334074e-21,0.286873395963193,0.439,0.273,2.16402011944657e-17,"B","ANKRD10"
"NUP58",1.42428083374749e-21,0.260169423691004,0.347,0.198,3.05750366580574e-17,"B","NUP58"
"PNISR",3.94689486858807e-21,0.311743468013041,0.84,0.689,8.47279921439801e-17,"B","PNISR"
"PDCD4",5.20469504956061e-21,0.34807397847768,0.593,0.429,1.11729188628918e-16,"B","PDCD4"
"PPP1R15A1",7.9045250543605e-21,0.268850420822671,0.828,0.652,1.69686439341957e-16,"B","PPP1R15A"
"SLC44A2",1.43442397122523e-20,0.25349604084911,0.547,0.354,3.07927793902919e-16,"B","SLC44A2"
"APH1A",2.80485583359356e-20,0.289573294336145,0.608,0.435,6.0211840179753e-16,"B","APH1A"
"SLC38A1",3.62009317312218e-20,0.261171933231522,0.614,0.417,7.77125401474139e-16,"B","SLC38A1"
"PCMTD1",4.15747302954719e-20,0.272672292767856,0.416,0.26,8.92484735252896e-16,"B","PCMTD1"
"FDFT1",5.17410121476383e-20,0.300820576279212,0.564,0.389,1.11072430777335e-15,"B","FDFT1"
"UBE2I",6.80184483756864e-20,0.28642086143012,0.737,0.563,1.46015203128086e-15,"B","UBE2I"
"RASGRP2",2.76886879140771e-19,0.283218658424909,0.773,0.614,5.94393063451492e-15,"B","RASGRP2"
"TANK",4.43956537939211e-19,0.251620997872513,0.382,0.232,9.53041499994104e-15,"B","TANK"
"FLOT2",2.21156300529939e-18,0.258768953657899,0.59,0.414,4.74756230347619e-14,"B","FLOT2"
"SMARCC1",2.42410860298077e-18,0.2773067999591,0.463,0.306,5.20383393801882e-14,"B","SMARCC1"
"SET",2.5178730756683e-18,0.266191825901583,0.842,0.699,5.40511813153714e-14,"B","SET"
"CYBC11",6.26907713846008e-18,0.269338177139681,0.524,0.357,1.34578278931323e-13,"B","CYBC1"
"ZNF706",7.944424299631e-18,0.264261059601557,0.658,0.495,1.70542956440179e-13,"B","ZNF706"
"MYCBP2",1.35909897524023e-17,0.274838566327404,0.609,0.438,2.91757777014821e-13,"B","MYCBP2"
"FAM107B1",2.74910884334576e-17,0.296568022929532,0.701,0.521,5.90151195401034e-13,"B","FAM107B"
"NR4A21",3.1162176937333e-17,0.255571498736979,0.642,0.466,6.68958452313727e-13,"B","NR4A2"
"AP3B1",4.05411473898712e-17,0.260134119262852,0.344,0.214,8.70296811018366e-13,"B","AP3B1"
"STARD7",5.48117557335607e-17,0.251900188527154,0.408,0.261,1.17664396033235e-12,"B","STARD7"
"ANKRD44",4.08997545628526e-16,0.271965038747165,0.672,0.5,8.77995031200757e-12,"B","ANKRD44"
"LSM7",6.52460850027417e-16,0.267706156130565,0.715,0.56,1.40063770675386e-11,"B","LSM7"
"PAPOLA",9.25876998707193e-16,0.259861642595443,0.604,0.44,1.98758015312473e-11,"B","PAPOLA"
"CIB1",9.04878165282063e-15,0.372241616123438,0.757,0.632,1.94250195741101e-10,"B","CIB1"
"BTG11",3.83612620957709e-14,0.261300238345493,0.997,0.979,8.23501213409914e-10,"B","BTG1"
"GNLY",0,5.47784410899585,0.599,0.03,0,"NK","GNLY"
"NKG71",0,4.70012711493505,1,0.128,0,"NK","NKG7"
"GZMB",0,3.63214362870121,0.773,0.014,0,"NK","GZMB"
"CST71",0,3.50642549075919,0.991,0.146,0,"NK","CST7"
"PRF11",0,3.4190574403792,0.909,0.129,0,"NK","PRF1"
"GZMH",0,3.04745941573635,0.741,0.016,0,"NK","GZMH"
"CCL4",0,3.03738429397279,0.679,0.042,0,"NK","CCL4"
"FGFBP2",0,2.91785283820431,0.679,0.008,0,"NK","FGFBP2"
"GZMA1",0,2.78746492859316,0.906,0.1,0,"NK","GZMA"
"KLRD1",0,2.75160773192872,0.79,0.028,0,"NK","KLRD1"
"SPON2",0,2.7041841323289,0.619,0.039,0,"NK","SPON2"
"CLIC3",0,2.40472416082646,0.639,0.05,0,"NK","CLIC3"
"HOPX1",0,2.24249302796608,0.781,0.112,0,"NK","HOPX"
"KIR3DL1",0,2.06717057178972,0.489,0.002,0,"NK","KIR3DL1"
"FCGR3A",0,1.99431109643155,0.702,0.036,0,"NK","FCGR3A"
"TBX21",0,1.97646701939345,0.699,0.047,0,"NK","TBX21"
"S1PR5",0,1.90131546748086,0.682,0.014,0,"NK","S1PR5"
"MATK1",0,1.87684465209137,0.781,0.11,0,"NK","MATK"
"KLRC2",0,1.82403168715359,0.477,0.016,0,"NK","KLRC2"
"KLRF1",0,1.76344502690425,0.543,0.009,0,"NK","KLRF1"
"ADGRG1",0,1.75979337142191,0.565,0.008,0,"NK","ADGRG1"
"XCL2",0,1.71272873797278,0.438,0.012,0,"NK","XCL2"
"CX3CR1",0,1.68491164598952,0.58,0.053,0,"NK","CX3CR1"
"PTGDR",0,1.66293530109142,0.639,0.041,0,"NK","PTGDR"
"SH2D1B",0,1.54182528372175,0.438,0.005,0,"NK","SH2D1B"
"FCRL6",0,1.49176961385395,0.56,0.016,0,"NK","FCRL6"
"TTC38",0,1.4835762755393,0.56,0.032,0,"NK","TTC38"
"TRDC",0,1.39839702235388,0.364,0.016,0,"NK","TRDC"
"PRSS23",0,1.27730962434498,0.403,0.003,0,"NK","PRSS23"
"C1orf21",0,1.16930469179991,0.463,0.015,0,"NK","C1orf21"
"CD160",0,1.03278606820255,0.318,0.007,0,"NK","CD160"
"NCR1",0,1.00356814830663,0.344,0.002,0,"NK","NCR1"
"KIR3DL2",0,0.990371838226541,0.27,0.006,0,"NK","KIR3DL2"
"KIR2DL3",0,0.887266707565331,0.25,0.001,0,"NK","KIR2DL3"
"CCL51",5.79369546020005e-283,2.8947249596505,0.881,0.179,1.24373260444115e-278,"NK","CCL5"
"CTSW1",2.19067041236843e-273,2.79917969604446,0.991,0.327,4.70271217423132e-269,"NK","CTSW"
"KLRK11",1.32856698476772e-271,1.97319096082777,0.866,0.17,2.85203474620087e-267,"NK","KLRK1"
"IFNG",1.23525700151935e-247,1.35133075941677,0.284,0.015,2.65172620516159e-243,"NK","IFNG"
"MMP23B",9.95213513494159e-244,0.716743239867945,0.276,0.014,2.13642484941791e-239,"NK","MMP23B"
"IL2RB",1.87147913882525e-236,1.90609412983705,0.659,0.112,4.01750426731617e-232,"NK","IL2RB"
"EOMES",1.37697059832985e-214,1.04231788494082,0.412,0.041,2.95594278343469e-210,"NK","EOMES"
"GZMM1",8.32078306030412e-210,1.92076672001265,0.952,0.365,1.78622249955549e-205,"NK","GZMM"
"SH2D2A1",1.41805913954488e-183,1.62902353005993,0.727,0.18,3.044147554861e-179,"NK","SH2D2A"
"AKR1C3",2.64360411394558e-183,0.946350626300027,0.27,0.02,5.67502495140698e-179,"NK","AKR1C3"
"APMAP",1.6617919512887e-181,1.57519289308867,0.741,0.198,3.56736878183145e-177,"NK","APMAP"
"KLRC4",9.98131891716667e-180,1.21707258796122,0.483,0.07,2.14268973194817e-175,"NK","KLRC4"
"TGFBR3",7.62591090216419e-176,1.26654511456121,0.5,0.079,1.63705429336759e-171,"NK","TGFBR3"
"CMC11",3.3693492236259e-174,1.9515393611945,0.673,0.167,7.23298197835771e-170,"NK","CMC1"
"IGFBP7",6.7058346271869e-171,1.57541631849749,0.378,0.046,1.43954151941821e-166,"NK","IGFBP7"
"MYBL11",1.73717196387032e-170,1.34819249852392,0.616,0.126,3.72918705484042e-166,"NK","MYBL1"
"EFHD21",1.15223252656231e-167,2.10994592053559,0.935,0.418,2.47349756477131e-163,"NK","EFHD2"
"PLEK1",4.48994848239493e-163,1.61714743124077,0.844,0.266,9.6385724071572e-159,"NK","PLEK"
"PYHIN11",4.53767891627893e-154,1.34989861933333,0.645,0.157,9.74103532957599e-150,"NK","PYHIN1"
"HLA-C1",1.1958919686635e-149,0.836414607423385,1,0.998,2.56722128912993e-145,"NK","HLA-C"
"TIGIT",2.27474659903054e-146,1.17541214294904,0.477,0.083,4.88319852413885e-142,"NK","TIGIT"
"SLAMF7",1.7811101366547e-145,0.843919424786452,0.352,0.045,3.82350913035665e-141,"NK","SLAMF7"
"SAMD31",3.88347701882926e-144,1.22114946594471,0.534,0.108,8.33666011632078e-140,"NK","SAMD3"
"TPST2",3.10655329376867e-143,1.38233186468837,0.707,0.212,6.6688379557332e-139,"NK","TPST2"
"RHOC",6.31084501341022e-140,1.31261209060737,0.628,0.157,1.35474909902877e-135,"NK","RHOC"
"ABHD17A1",1.22705661486213e-139,1.63311614716259,0.926,0.554,2.63412243512453e-135,"NK","ABHD17A"
"CEP78",5.15108418450976e-137,1.08270740205901,0.449,0.08,1.10578324188871e-132,"NK","CEP78"
"B2M1",1.97207370815074e-135,0.760143051089478,1,0.997,4.2334506292872e-131,"NK","B2M"
"F2R",1.15007067218591e-130,0.609594571309706,0.25,0.024,2.4688567119815e-126,"NK","F2R"
"PRR5L",5.44074919480881e-124,0.639812522537157,0.259,0.028,1.16796562964961e-119,"NK","PRR5L"
"SYTL3",4.12650942195595e-121,1.1393885714929,0.531,0.126,8.85837777611283e-117,"NK","SYTL3"
"HLA-B1",4.63390680578338e-120,0.654669116457328,1,0.999,9.94760773997517e-116,"NK","HLA-B"
"LITAF",3.65745145374899e-116,1.45322863826414,0.923,0.617,7.85145103576297e-112,"NK","LITAF"
"CD2471",1.1499753371121e-112,1.86375613174936,0.886,0.505,2.46865205617855e-108,"NK","CD247"
"C12orf751",7.2097099716965e-112,1.23671553135153,0.616,0.183,1.54770843962409e-107,"NK","C12orf75"
"MCTP2",2.34290502695021e-111,0.91841772460308,0.378,0.068,5.02951422135401e-107,"NK","MCTP2"
"HLA-A1",3.31456865998439e-108,0.746956388194084,1,0.996,7.11538454238849e-104,"NK","HLA-A"
"CD300A1",9.26873795063377e-103,1.22437279956185,0.548,0.157,1.98971997586255e-98,"NK","CD300A"
