"","BIOCHEMICAL","logFC","P.Value","adj.P.Val","Comp","Gene_name","synaptic_prot"
"Q9BYD1","Q9BYD1",0.0690125090903244,0.129031479705496,0.263455193015005,"Control vs hc-like","MRPL13",NA
"Q4U2R6","Q4U2R6",-0.101183217415322,0.129185456165748,0.263682814311996,"Control vs hc-like","MRPL51",NA
"Q9UIQ6","Q9UIQ6",-0.0965525862140026,0.129387845145383,0.264009069098027,"Control vs hc-like","LNPEP",NA
"Q9BUE6","Q9BUE6",0.124637006439208,0.129440550706604,0.264029788670112,"Control vs hc-like","ISCA1",NA
"P61018","P61018",0.0784250772842547,0.129714164772855,0.264500950514481,"Control vs hc-like","RAB4B","yes"
"P05067","P05067",-0.0847227633073686,0.129968757671251,0.264933029352861,"Control vs hc-like","APP","yes"
"Q9NQG5","Q9NQG5",-0.0873772443338154,0.130221821518326,0.265297392063169,"Control vs hc-like","RPRD1B",NA
"P49137","P49137",0.130285549073701,0.130233014701759,0.265297392063169,"Control vs hc-like","MAPKAPK2",NA
"Q96Q15","Q96Q15",-0.0773283995179916,0.130740691072203,0.266244170693475,"Control vs hc-like","SMG1",NA
"Q9BR61","Q9BR61",-0.079919181760534,0.13115721746318,0.267004768490496,"Control vs hc-like","ACBD6",NA
"Q6ZTA4","Q6ZTA4",-0.160728791152021,0.131548613535323,0.267713724823443,"Control vs hc-like","TRIM67",NA
"O43747","O43747",-0.0658302386540939,0.131858168802064,0.268255717185839,"Control vs hc-like","AP1G1","yes"
"O94788","O94788",-0.380600411071082,0.131979809236671,0.268415180699294,"Control vs hc-like","ALDH1A2",NA
"P84090","P84090",-0.107414123162691,0.132065946799057,0.268502359072133,"Control vs hc-like","ERH","yes"
"Q9P2T1","Q9P2T1",0.133843364787715,0.132191615927592,0.268669825362171,"Control vs hc-like","GMPR2","yes"
"Q9BR76","Q9BR76",-0.0657821222328252,0.132235239257427,0.268670484476861,"Control vs hc-like","CORO1B","yes"
"Q9Y3Z3","Q9Y3Z3",-0.0690273668273313,0.132514871780388,0.269103066309511,"Control vs hc-like","SAMHD1",NA
"Q9Y230","Q9Y230",-0.0804327656861261,0.132534886485393,0.269103066309511,"Control vs hc-like","RUVBL2","yes"
"P12036","P12036",-0.222760766118833,0.132591044207511,0.269116791875167,"Control vs hc-like","NEFH","yes"
"O94992","O94992",0.0931103897661671,0.132628388324619,0.269116791875167,"Control vs hc-like","HEXIM1",NA
"Q9NW82","Q9NW82",-0.122855847296407,0.132878149823724,0.269535442842828,"Control vs hc-like","WDR70",NA
"Q9NR19","Q9NR19",-0.0839334754864964,0.133019071775951,0.2697331177679,"Control vs hc-like","ACSS2","yes"
"P31153","P31153",-0.0723640154883434,0.133198485645087,0.270008691090416,"Control vs hc-like","MAT2A","yes"
"Q9Y2R5","Q9Y2R5",0.0895755584703295,0.133469824269378,0.27047036564059,"Control vs hc-like","MRPS17",NA
"P36404","P36404",0.103809112099881,0.133528172792634,0.270500265157785,"Control vs hc-like","ARL2","yes"
"Q13023","Q13023",0.22057669645457,0.133680048610347,0.270630306825267,"Control vs hc-like","AKAP6",NA
"O43432","O43432",0.0781325542320666,0.13369435568936,0.270630306825267,"Control vs hc-like","EIF4G3",NA
"Q5T9L3","Q5T9L3",-0.10338304081813,0.133723210431308,0.270630306825267,"Control vs hc-like","WLS",NA
"Q00839","Q00839",-0.0894902231928327,0.133887612826948,0.270874678053868,"Control vs hc-like","HNRNPU","yes"
"Q14789","Q14789",-0.0887839910845436,0.134163157391407,0.271343673928839,"Control vs hc-like","GOLGB1","yes"
"O60683","O60683",-0.240794080805141,0.134320926200779,0.271574241471436,"Control vs hc-like","PEX10",NA
"Q9UBB9","Q9UBB9",0.0818270083620085,0.13448315825407,0.27173561396383,"Control vs hc-like","TFIP11",NA
"Q9HA65","Q9HA65",-0.0815118151231111,0.134488327233347,0.27173561396383,"Control vs hc-like","TBC1D17","yes"
"Q9H4A3","Q9H4A3",0.08389869659268,0.134879715475205,0.272396613685439,"Control vs hc-like","WNK1","yes"
"Q9Y6R1","Q9Y6R1",-0.178723001624615,0.134932576892853,0.272396613685439,"Control vs hc-like","SLC4A4","yes"
"Q9NR45","Q9NR45",-0.0980490628170436,0.134947170099764,0.272396613685439,"Control vs hc-like","NANS","yes"
"Q9NSC5","Q9NSC5",-0.105226029133632,0.135017817631251,0.272450588098182,"Control vs hc-like","HOMER3",NA
"Q96BD5","Q96BD5",0.305888282970942,0.13517863717015,0.272676906838355,"Control vs hc-like","PHF21A",NA
"Q8IX18","Q8IX18",-0.196441618253179,0.135217863391075,0.272676906838355,"Control vs hc-like","DHX40",NA
"Q9H089","Q9H089",-0.123049338808066,0.135302584866988,0.272759109519059,"Control vs hc-like","LSG1",NA
"Q86U86","Q86U86",-0.128020976102679,0.135408410182953,0.272883788627873,"Control vs hc-like","PBRM1",NA
"O14832","O14832",-0.128833673555437,0.135544849917397,0.273070062901768,"Control vs hc-like","PHYH",NA
"Q9Y3E0","Q9Y3E0",0.164398079055736,0.135624480155769,0.273141804403293,"Control vs hc-like","GOLT1B",NA
"Q99689","Q99689",0.182110343361467,0.135776107731216,0.273358451807981,"Control vs hc-like","FEZ1",NA
"O95104","O95104",-0.176319147252801,0.13588912024781,0.273427316597395,"Control vs hc-like","SCAF4",NA
"P11137","P11137",-0.0856484301399085,0.135898443897883,0.273427316597395,"Control vs hc-like","MAP2","yes"
"Q96QG7","Q96QG7",-0.0990941475916287,0.135985318066908,0.273513419320961,"Control vs hc-like","MTMR9","yes"
"Q12802","Q12802",-0.0920571575931888,0.136123892017276,0.273703418654309,"Control vs hc-like","AKAP13",NA
"Q8NBL1","Q8NBL1",-0.130214622673428,0.13624140060771,0.273850952630658,"Control vs hc-like","POGLUT1",NA
"Q5U5X0","Q5U5X0",0.142620681965038,0.136347380323809,0.273975225035375,"Control vs hc-like","LYRM7",NA
"O75044","O75044",-0.0861113822742965,0.136545036895339,0.274283572008928,"Control vs hc-like","SRGAP2","yes"
"Q9BT88","Q9BT88",-0.0884461737189817,0.137038526800298,0.275156168276317,"Control vs hc-like","SYT11",NA
"Q8TB03","Q8TB03",-0.093677023518044,0.137068125083335,0.275156168276317,"Control vs hc-like","CXorf38",NA
"P31629","P31629",-0.153745803362014,0.137348325441971,0.275629482330994,"Control vs hc-like","HIVEP2",NA
"Q658Y4","Q658Y4",-0.147439346125427,0.137459439412693,0.275763278873507,"Control vs hc-like","FAM91A1",NA
"Q9HAB8","Q9HAB8",-0.0688171138076576,0.137665722088288,0.276087849242996,"Control vs hc-like","PPCS",NA
"Q9NNW5","Q9NNW5",0.205952520010639,0.137827519705708,0.276323024159585,"Control vs hc-like","WDR6",NA
"P12004","P12004",-0.156113001666245,0.138027619354342,0.276634812045767,"Control vs hc-like","PCNA",NA
"Q70CQ2","Q70CQ2",0.18949965375848,0.138437288279946,0.277314452125408,"Control vs hc-like","USP34",NA
"Q13491","Q13491",-0.247946603688874,0.138456111633282,0.277314452125408,"Control vs hc-like","GPM6B","yes"
"Q9BTZ2","Q9BTZ2",-0.112189542273562,0.13854283107425,0.27739860174757,"Control vs hc-like","DHRS4",NA
"Q8TCS8","Q8TCS8",0.0641994789732436,0.138704571594496,0.27763286023995,"Control vs hc-like","PNPT1","yes"
"Q9BVC4","Q9BVC4",-0.0735944337117154,0.138818775858108,0.277771849145294,"Control vs hc-like","MLST8",NA
"Q9H2K8","Q9H2K8",-0.0780116767876606,0.139530191610453,0.279105363940317,"Control vs hc-like","TAOK3",NA
"Q9NWH9","Q9NWH9",-0.0852840325545259,0.139631341333746,0.279217683846566,"Control vs hc-like","SLTM",NA
"Q9NQ88","Q9NQ88",0.0843785268862547,0.139686104729691,0.279237203559193,"Control vs hc-like","TIGAR",NA
"P29218","P29218",0.0714410870244073,0.140009037497867,0.279792617608459,"Control vs hc-like","IMPA1","yes"
"Q9H8Y8","Q9H8Y8",-0.0900381532543264,0.140130654543914,0.279945496279777,"Control vs hc-like","GORASP2","yes"
"P52435","P52435",0.148493279625349,0.140241595024389,0.279986636317692,"Control vs hc-like","POLR2J",NA
"P30825","P30825",-0.0852625342853948,0.140281804128971,0.279986636317692,"Control vs hc-like","SLC7A1",NA
"P60660","P60660",-0.073497122251549,0.14028661600511,0.279986636317692,"Control vs hc-like","MYL6","yes"
"P51858","P51858",0.124095556317396,0.140393740281365,0.280110340336292,"Control vs hc-like","HDGF",NA
"Q2VPK5","Q2VPK5",-0.117097185465479,0.140648259160917,0.280527948599644,"Control vs hc-like","CTU2",NA
"Q12792","Q12792",0.103359658370284,0.140807001818166,0.280754320784614,"Control vs hc-like","TWF1","yes"
"Q6DD88","Q6DD88",-0.160821131035291,0.141173385890474,0.281394429633919,"Control vs hc-like","ATL3",NA
"Q9NQR7","Q9NQR7",-0.0963407073982374,0.141276960894958,0.281510450338219,"Control vs hc-like","CCDC177","yes"
"Q15637","Q15637",-0.0852578724083699,0.141492981486829,0.281807329945536,"Control vs hc-like","SF1","yes"
"O95169","O95169",-0.106329174274226,0.141516783257098,0.281807329945536,"Control vs hc-like","NDUFB8","yes"
"O60318","O60318",-0.256574290194067,0.14174807727723,0.282177356273729,"Control vs hc-like","MCM3AP",NA
"Q9UP83","Q9UP83",0.0633845711191157,0.141978307552643,0.282374008506946,"Control vs hc-like","COG5","yes"
"O43808","O43808",-0.0846667381921158,0.141979196894747,0.282374008506946,"Control vs hc-like","SLC25A17",NA
"Q9HBH5","Q9HBH5",0.07034938463811,0.141983385421704,0.282374008506946,"Control vs hc-like","RDH14","yes"
"A5YKK6","A5YKK6",-0.0692529007540053,0.142049805234891,0.282409137619722,"Control vs hc-like","CNOT1","yes"
"P62316","P62316",-0.0809109348329322,0.142101507489191,0.282409137619722,"Control vs hc-like","SNRPD2",NA
"O60678","O60678",0.160197636398621,0.142147335199571,0.282409137619722,"Control vs hc-like","PRMT3",NA
"P15151","P15151",-0.0870841698366895,0.142248401936573,0.282409137619722,"Control vs hc-like","PVR",NA
"Q96CP6","Q96CP6",-0.104385774713972,0.142260071603605,0.282409137619722,"Control vs hc-like","GRAMD1A",NA
"P52799","P52799",0.186894997307231,0.142274127993433,0.282409137619722,"Control vs hc-like","EFNB2",NA
"P35221","P35221",-0.0978909360804288,0.142331438290388,0.282432547039289,"Control vs hc-like","CTNNA1","yes"
"Q9UPU5","Q9UPU5",-0.0840142171672085,0.142465942059729,0.282609069846745,"Control vs hc-like","USP24",NA
"P11802","P11802",0.149130236330521,0.142747413650975,0.283076926079993,"Control vs hc-like","CDK4",NA
"P27544","P27544",-0.114561107145438,0.142937189990825,0.283322627683044,"Control vs hc-like","CERS1","yes"
"P68366","P68366",0.0961963497988094,0.142962634532733,0.283322627683044,"Control vs hc-like","TUBA4A","yes"
"Q7L014","Q7L014",-0.0987684766937562,0.143071549526548,0.283447945342348,"Control vs hc-like","DDX46",NA
"Q12888","Q12888",-0.0726896602481659,0.143120514989131,0.28345445116743,"Control vs hc-like","TP53BP1",NA
"O75179","O75179",0.0909042413628853,0.143173240047965,0.283468396457441,"Control vs hc-like","ANKRD17",NA
"Q96HU8","Q96HU8",-0.0950035446900159,0.143353035263877,0.283733838536637,"Control vs hc-like","DIRAS2","yes"
"Q9H7D0","Q9H7D0",0.144789275642513,0.143436439209025,0.283808388167093,"Control vs hc-like","DOCK5","yes"
"P09455","P09455",-0.121571632386242,0.143628029022824,0.284096882399306,"Control vs hc-like","RBP1","yes"
"O95163","O95163",0.0684564830690348,0.144353884658274,0.285441636170998,"Control vs hc-like","ELP1",NA
"Q6P2E9","Q6P2E9",-0.0871558830578643,0.144662861102856,0.285961469621925,"Control vs hc-like","EDC4","yes"
"Q96F85","Q96F85",-0.122735581382457,0.144845966587547,0.286232236520932,"Control vs hc-like","CNRIP1","yes"
"P23381","P23381",0.104466136734398,0.144901144841537,0.286250112620738,"Control vs hc-like","WARS1",NA
"Q9NQR4","Q9NQR4",-0.0980715465530082,0.145048437943779,0.286386853978412,"Control vs hc-like","NIT2",NA
"O75909","O75909",0.0949197256768528,0.145062672369726,0.286386853978412,"Control vs hc-like","CCNK",NA
"P09622","P09622",-0.0788306941471113,0.145135322113793,0.286439145583997,"Control vs hc-like","DLD","yes"
"P06241","P06241",-0.100088710219232,0.14523694832671,0.286548573725672,"Control vs hc-like","FYN","yes"
"P04350","P04350",0.0929869060825297,0.1455683811412,0.287023842245542,"Control vs hc-like","TUBB4A","yes"
"Q6UX07","Q6UX07",0.0955151544743735,0.145570351578843,0.287023842245542,"Control vs hc-like","DHRS13",NA
"Q7RTT9","Q7RTT9",-0.193211261374227,0.145793652279172,0.287288848467314,"Control vs hc-like","SLC29A4",NA
"P11177","P11177",0.120133504819194,0.145797354363186,0.287288848467314,"Control vs hc-like","PDHB","yes"
"Q8IV03","Q8IV03",0.123053743114077,0.145916822332778,0.287432978595202,"Control vs hc-like","LURAP1L",NA
"P51151","P51151",-0.080099680667562,0.14602188840207,0.287548656786684,"Control vs hc-like","RAB9A",NA
"Q9BWT7","Q9BWT7",-0.149854436398638,0.14619450636991,0.287797243662846,"Control vs hc-like","CARD10",NA
"Q15386","Q15386",0.179551397070616,0.146251611442672,0.287818347288862,"Control vs hc-like","UBE3C","yes"
"Q86TP1","Q86TP1",-0.0744241604344502,0.146627902047298,0.28846738497257,"Control vs hc-like","PRUNE1",NA
"Q96RT1","Q96RT1",0.137055850907338,0.146894848291325,0.288871696641039,"Control vs hc-like","ERBIN",NA
"O95639","O95639",-0.113020795697777,0.146926522900744,0.288871696641039,"Control vs hc-like","CPSF4",NA
"P61077","P61077",0.135785070054144,0.146993362129362,0.28891156541422,"Control vs hc-like","UBE2D3","yes"
"Q96SU4","Q96SU4",-0.0705632996708339,0.147172277054395,0.2891258936936,"Control vs hc-like","OSBPL9","yes"
"Q8IXT5","Q8IXT5",-0.0732881216628449,0.1471956000287,0.2891258936936,"Control vs hc-like","RBM12B",NA
"Q9BY32","Q9BY32",0.132997172967087,0.147277439724832,0.289195099206513,"Control vs hc-like","ITPA",NA
"O95983","O95983",-0.0942928778906591,0.147649392498592,0.289833748957217,"Control vs hc-like","MBD3",NA
"Q86U70","Q86U70",-0.102191467372002,0.147732312710752,0.289904807201207,"Control vs hc-like","LDB1",NA
"Q12846","Q12846",0.105019292173107,0.147813267352802,0.289971964566595,"Control vs hc-like","STX4","yes"
"O75928","O75928",-0.40793324609616,0.147949381763429,0.290147254690923,"Control vs hc-like","PIAS2",NA
"P42765","P42765",-0.106237732032465,0.14846482713049,0.290988395520596,"Control vs hc-like","ACAA2","yes"
"Q8TBF4","Q8TBF4",0.123508968383861,0.148472080615343,0.290988395520596,"Control vs hc-like","ZCRB1",NA
"Q9HD34","Q9HD34",0.136522960633716,0.14870327694509,0.291242710424645,"Control vs hc-like","LYRM4","yes"
"Q9P1F3","Q9P1F3",-0.234777569916652,0.148717887596665,0.291242710424645,"Control vs hc-like","ABRACL",NA
"Q9BRX8","Q9BRX8",-0.0866385185999938,0.148742650980774,0.291242710424645,"Control vs hc-like","PRXL2A",NA
"Q16352","Q16352",-0.103471123664935,0.148875514463706,0.29139468472756,"Control vs hc-like","INA","yes"
"Q96Q05","Q96Q05",-0.122875352578255,0.148957608958176,0.29139468472756,"Control vs hc-like","TRAPPC9","yes"
"Q96RU3","Q96RU3",-0.0807370093057465,0.148996074890022,0.29139468472756,"Control vs hc-like","FNBP1",NA
"Q13492","Q13492",0.0644391890655811,0.149040414685316,0.29139468472756,"Control vs hc-like","PICALM","yes"
"P43304","P43304",0.0834900647154342,0.149055073219223,0.29139468472756,"Control vs hc-like","GPD2","yes"
"Q9H9E3","Q9H9E3",0.0883949995469813,0.149138956429715,0.29146684240831,"Control vs hc-like","COG4",NA
"O14972","O14972",0.114208308059634,0.149406129831898,0.291897051513515,"Control vs hc-like","VPS26C","yes"
"Q9Y223","Q9Y223",0.0906774531633907,0.14952565507909,0.292035506255838,"Control vs hc-like","GNE",NA
"P38432","P38432",0.0964125119041306,0.149571126330548,0.292035506255838,"Control vs hc-like","COIL",NA
"Q7L2J0","Q7L2J0",0.0942652768548697,0.149621180014229,0.292041340669484,"Control vs hc-like","MEPCE",NA
"P08754","P08754",0.118706389982364,0.149685178416287,0.292074381155051,"Control vs hc-like","GNAI3","yes"
"Q8IZ83","Q8IZ83",-0.119492733837546,0.150100253593814,0.292738771670615,"Control vs hc-like","ALDH16A1","yes"
"P48728","P48728",0.169056502328203,0.150161424820253,0.292738771670615,"Control vs hc-like","AMT",NA
"P28066","P28066",0.0664998914914676,0.150167205516127,0.292738771670615,"Control vs hc-like","PSMA5","yes"
"Q8N336","Q8N336",-0.14837558113787,0.150547944434289,0.293388817592577,"Control vs hc-like","ELMOD1","yes"
"P09661","P09661",-0.0709923108726223,0.150606640470797,0.293411053099307,"Control vs hc-like","SNRPA1",NA
"Q9Y530","Q9Y530",-0.0964575212882828,0.150869238037165,0.293804963016138,"Control vs hc-like","OARD1",NA
"P61158","P61158",0.0706574279973715,0.150903532172833,0.293804963016138,"Control vs hc-like","ACTR3","yes"
"Q9UJQ1","Q9UJQ1",-0.140815142928844,0.151055901809794,0.294009369739577,"Control vs hc-like","LAMP5",NA
"Q8NCN5","Q8NCN5",0.109586661429418,0.151222407000584,0.294177756129398,"Control vs hc-like","PDPR",NA
"O95251","O95251",-0.155053882206854,0.151237234819143,0.294177756129398,"Control vs hc-like","KAT7",NA
"Q99615","Q99615",0.0634568154589275,0.151460527199806,0.294475326047633,"Control vs hc-like","DNAJC7","yes"
"Q9NPJ8","Q9NPJ8",-0.136371288171215,0.151525571167671,0.294475326047633,"Control vs hc-like","NXT2",NA
"Q96A35","Q96A35",-0.106165582975272,0.151532589213552,0.294475326047633,"Control vs hc-like","MRPL24",NA
"Q16798","Q16798",-0.269936653207044,0.151643872214088,0.294544862878708,"Control vs hc-like","ME3","yes"
"Q8N8Q8","Q8N8Q8",-0.22565728893866,0.151663309733678,0.294544862878708,"Control vs hc-like","COX18",NA
"Q96EB6","Q96EB6",-0.163989734820824,0.151819922082442,0.294602769009496,"Control vs hc-like","SIRT1",NA
"Q86UY8","Q86UY8",0.172886302027543,0.151834063125684,0.294602769009496,"Control vs hc-like","NT5DC3",NA
"P09525","P09525",-0.158632636929248,0.151835560885152,0.294602769009496,"Control vs hc-like","ANXA4","yes"
"O14974","O14974",0.0636350585011627,0.151940958155789,0.294715112646662,"Control vs hc-like","PPP1R12A","yes"
"O15260","O15260",0.0977082001690377,0.152098045925689,0.29492761717778,"Control vs hc-like","SURF4",NA
"Q53H96","Q53H96",-0.0853827152700326,0.152251957601861,0.295133832214791,"Control vs hc-like","PYCR3",NA
"O43676","O43676",-0.0755710954046727,0.152414657964233,0.295356949615262,"Control vs hc-like","NDUFB3","yes"
"Q8TCX1","Q8TCX1",0.340771075243946,0.152540258479484,0.295508056155229,"Control vs hc-like","DYNC2LI1",NA
"Q9NYQ6","Q9NYQ6",-0.178911900182001,0.152726934450558,0.295777349645979,"Control vs hc-like","CELSR1",NA
"O75915","O75915",-0.0927739925207085,0.152875837230067,0.295973344777711,"Control vs hc-like","ARL6IP5","yes"
"P15260","P15260",0.103438751707596,0.152954399015411,0.296033077320844,"Control vs hc-like","IFNGR1",NA
"P11182","P11182",-0.0847511706751085,0.153196644838847,0.296409473409743,"Control vs hc-like","DBT","yes"
"P00367","P00367",-0.125241812245445,0.153353211939314,0.296619912744215,"Control vs hc-like","GLUD1","yes"
"Q15438","Q15438",-0.0732690158470923,0.153474851580373,0.296762684342852,"Control vs hc-like","CYTH1",NA
"O60825","O60825",0.0992640696967726,0.153785452244029,0.297270632764548,"Control vs hc-like","PFKFB2","yes"
"Q5PRF9","Q5PRF9",0.0943930675186593,0.154189655105343,0.297892754056068,"Control vs hc-like","SAMD4B",NA
"A1L0T0","A1L0T0",-0.0632758458474818,0.154203307981965,0.297892754056068,"Control vs hc-like","ILVBL","yes"
"Q9UQF2","Q9UQF2",0.0865016248259778,0.1543528427095,0.298088823222051,"Control vs hc-like","MAPK8IP1","yes"
"Q9UNA1","Q9UNA1",0.154115615943704,0.154586213963293,0.298446626522164,"Control vs hc-like","ARHGAP26","yes"
"Q9NSY0","Q9NSY0",-0.109974443063383,0.155543412195444,0.300196445732107,"Control vs hc-like","NRBP2","yes"
"Q07960","Q07960",-0.07238644912821,0.155589326265021,0.300196445732107,"Control vs hc-like","ARHGAP1","yes"
"O43493","O43493",0.121002476601619,0.155667246800936,0.300235457119067,"Control vs hc-like","TGOLN2",NA
"Q12904","Q12904",-0.0670657888971746,0.155706317648534,0.300235457119067,"Control vs hc-like","AIMP1","yes"
"Q7KYR7","Q7KYR7",0.28984914276878,0.155882072312655,0.300480975054373,"Control vs hc-like","BTN2A1",NA
"Q9Y2U5","Q9Y2U5",-0.0952785857204148,0.155941658420206,0.300502481520925,"Control vs hc-like","MAP3K2",NA
"Q96BH1","Q96BH1",0.110700947176134,0.156070381027519,0.30065716059477,"Control vs hc-like","RNF25",NA
"Q9UNN5","Q9UNN5",-0.0741356990289006,0.156172515413637,0.300760539460465,"Control vs hc-like","FAF1",NA
"Q6RFH5","Q6RFH5",-0.203922350773372,0.156502649200751,0.301302804309853,"Control vs hc-like","WDR74",NA
"Q9Y4C2","Q9Y4C2",0.090379532651955,0.156696545765048,0.301582526821377,"Control vs hc-like","TCAF1",NA
"Q9NQG6","Q9NQG6",-0.0866407702909022,0.156770443262138,0.30163119393537,"Control vs hc-like","MIEF1",NA
"Q0VDF9","Q0VDF9",0.117461794565589,0.157748767717026,0.303314564305867,"Control vs hc-like","HSPA14",NA
"P50453","P50453",0.154886161288903,0.157803877025503,0.303314564305867,"Control vs hc-like","SERPINB9",NA
"P48651","P48651",0.0984320320417247,0.157838509494922,0.303314564305867,"Control vs hc-like","PTDSS1",NA
"Q9NQ89","Q9NQ89",-0.155855803575701,0.15784089091759,0.303314564305867,"Control vs hc-like","C12orf4",NA
"P62341","P62341",0.102112868965968,0.158211468183716,0.303932557300296,"Control vs hc-like","SELENOT",NA
"Q8WW12","Q8WW12",-0.0927164741349493,0.158325755241298,0.304057973157614,"Control vs hc-like","PCNP",NA
"O75935","O75935",0.0950368433235447,0.158488468055831,0.304276282266841,"Control vs hc-like","DCTN3","yes"
"Q14558","Q14558",-0.0730881828869414,0.158843035157061,0.304862676507753,"Control vs hc-like","PRPSAP1",NA
"Q9BXI2","Q9BXI2",-0.142712199997984,0.158924115272046,0.304923975034956,"Control vs hc-like","SLC25A2",NA
"Q9Y5Z6","Q9Y5Z6",0.167500733133618,0.159394212249697,0.305706768267265,"Control vs hc-like","B3GALT1",NA
"Q9Y305","Q9Y305",-0.193598622278166,0.159459363930091,0.305706768267265,"Control vs hc-like","ACOT9","yes"
"P60981","P60981",0.101786077322739,0.159479904735074,0.305706768267265,"Control vs hc-like","DSTN","yes"
"Q96IG2","Q96IG2",-0.106411849592504,0.159621681790445,0.30588404432048,"Control vs hc-like","FBXL20",NA
"O95864","O95864",-0.138332238062834,0.159866356690168,0.306258333826025,"Control vs hc-like","FADS2",NA
"O95258","O95258",-0.184821848594805,0.160012331230282,0.306443368914785,"Control vs hc-like","SLC25A14",NA
"P28072","P28072",-0.084583003007797,0.160116093726442,0.306547473487373,"Control vs hc-like","PSMB6","yes"
"Q9BYN8","Q9BYN8",-0.106553815439653,0.16061144518916,0.307400992411702,"Control vs hc-like","MRPS26",NA
"Q9Y4K4","Q9Y4K4",-0.0947107412775416,0.160739767009419,0.307551728120088,"Control vs hc-like","MAP4K5",NA
"Q9BXS5","Q9BXS5",0.0653474716770432,0.160957532638963,0.307678120779801,"Control vs hc-like","AP1M1","yes"
"Q86UL8","Q86UL8",0.153451357576262,0.160974756373225,0.307678120779801,"Control vs hc-like","MAGI2","yes"
"Q9Y2Z0","Q9Y2Z0",-0.0880592856605134,0.160980781397818,0.307678120779801,"Control vs hc-like","SUGT1","yes"
"Q9UJM8","Q9UJM8",-0.293702267355155,0.16100416731217,0.307678120779801,"Control vs hc-like","HAO1",NA
"Q13868","Q13868",0.0928766193762804,0.16110157767983,0.307769485684527,"Control vs hc-like","EXOSC2",NA
"P55201","P55201",-0.14229279823047,0.161546843309221,0.308439561264042,"Control vs hc-like","BRPF1",NA
"P51398","P51398",0.111699735047821,0.161551744417105,0.308439561264042,"Control vs hc-like","DAP3","yes"
"Q13002","Q13002",0.105110630483477,0.161726868342688,0.308568645505097,"Control vs hc-like","GRIK2",NA
"Q9NX00","Q9NX00",-0.317963043059372,0.16175576880687,0.308568645505097,"Control vs hc-like","TMEM160",NA
"Q96GW9","Q96GW9",-0.0833064057623574,0.161781483645992,0.308568645505097,"Control vs hc-like","MARS2",NA
"Q9Y4P8","Q9Y4P8",0.0680317841502074,0.16181827114804,0.308568645505097,"Control vs hc-like","WIPI2","yes"
"Q9NUI1","Q9NUI1",-0.0841015866186829,0.162136882209403,0.308974421212612,"Control vs hc-like","DECR2","yes"
"Q99836","Q99836",0.102058408778458,0.16217400801078,0.308974421212612,"Control vs hc-like","MYD88",NA
"Q9BWS9","Q9BWS9",-0.289992479388964,0.162180449619577,0.308974421212612,"Control vs hc-like","CHID1","yes"
"Q99714","Q99714",0.111220393500282,0.162471541425719,0.309344400463225,"Control vs hc-like","HSD17B10","yes"
"Q7RTP6","Q7RTP6",-0.0783205623866294,0.162531968290674,0.309344400463225,"Control vs hc-like","MICAL3",NA
"Q96LU7","Q96LU7",-0.141872241208645,0.162573751348393,0.309344400463225,"Control vs hc-like","MYRFL",NA
"Q8N6T3","Q8N6T3",0.0633525756675688,0.162574067672938,0.309344400463225,"Control vs hc-like","ARFGAP1","yes"
"Q8IZ81","Q8IZ81",-0.151516355076868,0.162637733413393,0.309370673154538,"Control vs hc-like","ELMOD2",NA
"O75525","O75525",-0.0996979307446324,0.162981414931997,0.309881030699423,"Control vs hc-like","KHDRBS3",NA
"O00221","O00221",-0.0935429086588968,0.163005912039148,0.309881030699423,"Control vs hc-like","NFKBIE",NA
"Q8NEY8","Q8NEY8",0.105845864713668,0.163682269450886,0.310988464453261,"Control vs hc-like","PPHLN1",NA
"O14893","O14893",-0.0889137744937507,0.163716348137584,0.310988464453261,"Control vs hc-like","GEMIN2",NA
"Q13442","Q13442",-0.122393703260762,0.163738809567898,0.310988464453261,"Control vs hc-like","PDAP1","yes"
"O75689","O75689",0.110925497820592,0.163830809341331,0.311037269064543,"Control vs hc-like","ADAP1","yes"
"Q9NXJ5","Q9NXJ5",0.0804638213226951,0.163881065693634,0.311037269064543,"Control vs hc-like","PGPEP1",NA
"Q8NBJ7","Q8NBJ7",-0.0909701641784935,0.163914886356335,0.311037269064543,"Control vs hc-like","SUMF2","yes"
"Q8N3R9","Q8N3R9",0.132633143099163,0.164028302093948,0.311157326350642,"Control vs hc-like","PALS1",NA
"Q9Y4G6","Q9Y4G6",-0.0760220633623128,0.164537302090328,0.311900986943889,"Control vs hc-like","TLN2","yes"
"Q8TE99","Q8TE99",-0.117917519184005,0.164593202308006,0.311900986943889,"Control vs hc-like","PXYLP1",NA
"O94915","O94915",0.0923389799765282,0.164604063845365,0.311900986943889,"Control vs hc-like","FRYL","yes"
"Q92797","Q92797",-0.0894986595352307,0.164621391175058,0.311900986943889,"Control vs hc-like","SYMPK",NA
"Q8WUD4","Q8WUD4",-0.0907151901048309,0.16479740389633,0.312139160920857,"Control vs hc-like","CCDC12",NA
"Q8N9R8","Q8N9R8",0.069242765069184,0.165002769046583,0.312432768365592,"Control vs hc-like","SCAI","yes"
"Q9BYC5","Q9BYC5",0.0923160901709537,0.165179645928236,0.312672270587158,"Control vs hc-like","FUT8",NA
"O14746","O14746",-0.117082267385189,0.165284601666642,0.312775527094088,"Control vs hc-like","TERT",NA
